"machine","capacity","bgmea_num","fac_type","upazila","date_est","exist91","exist00","upaz2011","parent","ipum2011"
152,"18000",3081,1,"rampura",1998,0,1,"302667","030026","030026067"
167,"80000",2914,0,"kafrul",1999,0,1,"302630","030026","030026030"
55,"30000",674,0,"lalbagh",1987,1,1,"302642","030026","030026042"
150,"100000",2190,1,"sonargaon",1992,0,1,"306704","030067","030067004"
105,"30000",1283,0,"uttara, bimanbandar",1992,0,1,"302695","030026","030026095"
130,"89000",1095,0,"rampura",1992,0,1,"302667","030026","030026067"
180,"30000",1983,1,"gazipur sadar",1995,0,1,"303330","030033","030033030"
137,"100000",2276,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
164,"15000",700,0,"new market",1988,1,1,"302663","030026","030026063"
120,"46000",1303,0,"chandgaon",1992,0,1,"201519","020015","020015019"
330,"36000",1548,0,"adabor",1993,0,1,"302602","030026","030026002"
1685,"x",3195,0,"shyampur",2000,0,1,"302676","030026","030026076"
75,"216000",2573,0,"double mooring",1998,0,1,"201528","020015","020015028"
165,"30000",1144,0,"khilkhet",1992,0,1,"302637","030026","030026037"
NA,"x",2770,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
147,"x",3016,0,"gazipur sadar",1999,0,1,"303330","030033","030033030"
180,"55000",1404,0,"gazipur sadar",1993,0,1,"303330","030033","030033030"
NA,"45000",3183,1,"pallabi",2000,0,1,"302664","030026","030026064"
148,"45000",60,0,"mirpur",1984,1,1,"302648","030026","030026048"
303,"60000",1721,0,"gazipur sadar",1994,0,1,"303330","030033","030033030"
220,"70000",34,0,"tejgaon industrial area",1985,1,1,"302692","030026","030026092"
160,"45000",1339,0.5,"kotwali",1992,0,1,"201541","020015","020015041"
61,"x",3011,0,"savar",2000,0,1,"302672","030026","030026072"
44,"40000",2454,0,"kafrul",1997,0,1,"302630","030026","030026030"
205,"60000",1164,0.5,"patenga",1995,0,1,"201565","020015","020015065"
175,"143000",582,0,"panchlaish",1984,1,1,"201557","020015","020015057"
115,"60000",1307,0,"gulshan",1992,0,1,"302626","030026","030026026"
NA,"x",2225,0,"savar",1995,0,1,"302672","030026","030026072"
150,"35000",1566,0,"mohammadpur",1994,0,1,"302650","030026","030026050"
75,"35000",1055,0,"mirpur",1992,0,1,"302648","030026","030026048"
175,"60000",538,0,"gulshan",1985,1,1,"302626","030026","030026026"
125,"180000",710,0,"kalabagan",1994,0,1,"302633","030026","030026033"
122,"530000",2164,0,"kalabagan",1994,0,1,"302633","030026","030026033"
152,"100000",2426,0,"savar",1997,0,1,"302672","030026","030026072"
260,"z1324890",94,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
143,"220000",764,0.5,"mirpur",1990,1,1,"302648","030026","030026048"
200,"x",2956,1,"savar",1999,0,1,"302672","030026","030026072"
60,"150000",3160,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
71,"x",3154,0,"kafrul",2000,0,1,"302630","030026","030026030"
100,"45000",298,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
83,"35000",1084,0,"rampura",1992,0,1,"302667","030026","030026067"
120,"132000",316,0,"gulshan",1985,1,1,"302626","030026","030026026"
228,"53000",1412,0,"chandgaon",1992,0,1,"201519","020015","020015019"
200,"48000",839,0,"rampura",1991,1,1,"302667","030026","030026067"
126,"22000",95,0,"gazipur sadar",1985,1,1,"303330","030033","030033030"
130,"72000",1326,0,"mohammadpur",1992,0,1,"302650","030026","030026050"
271,"146000",579,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
114,"70000",2324,0,"adabor",1996,0,1,"302602","030026","030026002"
135,"70000",1907,0,"new market",1994,0,1,"302663","030026","030026063"
42,"x",3204,1,"pallabi",2000,0,1,"302664","030026","030026064"
116,"36000",1154,0,"tejgaon industrial area",1992,0,1,"302692","030026","030026092"
100,"45000",2212,0,"sher-e-bangla nagar",1995,0,1,"302680","030026","030026080"
55,"90000",775,0,"mirpur",1990,1,1,"302648","030026","030026048"
150,"37500",1253,0,"sutrapur",1992,0,1,"302688","030026","030026088"
250,"36000",1357,0,"gulshan",1993,0,1,"302626","030026","030026026"
270,"45000",890,0,"mirpur",1991,1,1,"302648","030026","030026048"
179,"120000",96,0,"ramna",1985,1,1,"302666","030026","030026066"
60,"250000",2623,0,"rupganj",1998,0,1,"306768","030067","030067068"
125,"20000",2499,0,"savar",1997,0,1,"302672","030026","030026072"
110,"50000",2565,0,"savar",1997,0,1,"302672","030026","030026072"
275,"114000",1309,0,"savar",1992,0,1,"302672","030026","030026072"
250,"75000",1115,0,"mirpur",1989,1,1,"302648","030026","030026048"
122,"84000",1531,0,"uttara, bimanbandar",1993,0,1,"302695","030026","030026095"
95,"150000",970,1,"pallabi",1992,0,1,"302664","030026","030026064"
125,"16000",1125,0,"dhanmondi",1992,0,1,"302616","030026","030026016"
350,"50000",2978,1,"savar",1999,0,1,"302672","030026","030026072"
231,"50000",1132,1,"rampura",1992,0,1,"302667","030026","030026067"
125,"220000",2140,1,"kalabagan",1995,0,1,"302633","030026","030026033"
246,"60000",3044,0,"double mooring",1999,0,1,"201528","020015","020015028"
450,"75000",2866,1,"gazipur sadar",1999,0,1,"303330","030033","030033030"
260,"120000",621,0,"mirpur",1986,1,1,"302648","030026","030026048"
50,"x",2524,0.5,"sonargaon",1997,0,1,"306704","030067","030067004"
NA,NA,2975,1,"savar",1999,0,1,"302672","030026","030026072"
158,"48000",2890,0,"gazipur sadar",2000,0,1,"303330","030033","030033030"
130,"72000",930,0,"kotwali",1991,1,1,"201541","020015","020015041"
210,"84000",1690,0,"mirpur",1993,0,1,"302648","030026","030026048"
38,"18000",1998,0,"mirpur",2001,0,0,"302648","030026","030026048"
120,"80000",1173,0,"rampura",1991,1,1,"302667","030026","030026067"
120,"90000",1191,0.5,"mirpur",1992,0,1,"302648","030026","030026048"
240,"180000",2294,0,"pahartali",1996,0,1,"201555","020015","020015055"
125,"50000",1073,0,"pallabi",1992,0,1,"302664","030026","030026064"
130,"50000",1074,0,"gulshan",1992,0,1,"302626","030026","030026026"
410,"75000",1181,0,"new market",1992,0,1,"302663","030026","030026063"
450,"120000",2993,0,"new market",1999,0,1,"302663","030026","030026063"
205,"38000",2966,0,"savar",1999,0,1,"302672","030026","030026072"
350,"300000",1455,0,"pallabi",1993,0,1,"302664","030026","030026064"
120,"20000",1267,0,"dhanmondi",1992,0,1,"302616","030026","030026016"
62,"35000",1275,1,"pallabi",1992,0,1,"302664","030026","030026064"
177,"18000",2234,0,"double mooring",1995,0,1,"201528","020015","020015028"
95,"200000",2201,0.5,"kotwali",1996,0,1,"201541","020015","020015041"
67,"x",2500,1,"gazipur sadar",1997,0,1,"303330","030033","030033030"
200,"48000",2074,1,"rampura",1995,0,1,"302667","030026","030026067"
165,"90000",3039,0,"savar",1999,0,1,"302672","030026","030026072"
2000,"x",3189,0,"mirpur",2000,0,1,"302648","030026","030026048"
154,"60000",979,0,"mirpur",1992,0,1,"302648","030026","030026048"
120,"60000",2860,0,"badda",1997,0,1,"302604","030026","030026004"
115,"36000",1156,1,"mohammadpur",1992,0,1,"302650","030026","030026050"
104,"72000",2586,0.5,"double mooring",1998,0,1,"201528","020015","020015028"
220,"50000",1059,0,"double mooring",1991,1,1,"201528","020015","020015028"
90,"x",2810,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
54,"83000",3077,1,"narayanganj sadar",2000,0,1,"306758","030067","030067058"
90,"x",2809,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
162,"x",2837,1,"rupganj",1998,0,1,"306768","030067","030067068"
96,"152000",856,0.5,"kaliakair",1991,1,1,"303332","030033","030033032"
120,"85000",661,0.5,"chak bazar",1987,1,1,"302609","030026","030026009"
50,"230000",760,1,"rupganj",1992,0,1,"306768","030067","030067068"
NA,"x",1322,0,"tejgaon industrial area",1992,0,1,"302692","030026","030026092"
113,"x",3085,1,"kaliakair",2000,0,1,"303332","030033","030033032"
450,"500000",1276,1,"kaliakair",1992,0,1,"303332","030033","030033032"
120,"75000",435,0,"gulshan",1985,1,1,"302626","030026","030026026"
140,"200000",2624,0,"kaliakair",1998,0,1,"303332","030033","030033032"
200,"110000",350,0,"khilgaon",1985,1,1,"302636","030026","030026036"
140,"80000",880,1,"kotwali",1991,1,1,"201541","020015","020015041"
165,"85000",1316,0,"gulshan",1992,0,1,"302626","030026","030026026"
161,"159000",1263,0,"mirpur",1991,1,1,"302648","030026","030026048"
166,"90000",1168,0.5,"paltan",1992,0,1,"302665","030026","030026065"
87,"80000",2690,1,"rampura",1998,0,1,"302667","030026","030026067"
110,"96000",116,0,"new market",1985,1,1,"302663","030026","030026063"
60,"24000",2280,0.5,"badda",1996,0,1,"302604","030026","030026004"
300,"48000",1997,1,"tejgaon industrial area",1995,0,1,"302692","030026","030026092"
95,"18000",3110,0,"panchlaish",2000,0,1,"201557","020015","020015057"
160,"48000",2779,0,"uttara, bimanbandar",1998,0,1,"302695","030026","030026095"
73,"560000",3153,0.5,"tejgaon industrial area",2000,0,1,"302692","030026","030026092"
200,"1400000",889,0,"adabor",1991,1,1,"302602","030026","030026002"
59,"x",3030,1,"mirpur",1999,0,1,"302648","030026","030026048"
66,"150000",2930,1,"dakshinkhan",1999,0,1,"302610","030026","030026010"
150,"72000",2540,0.5,"chittagong port",1997,0,1,"201520","020015","020015020"
140,"15000",353,0,"double mooring",1985,1,1,"201528","020015","020015028"
38,"240000",1009,1,"double mooring",1992,0,1,"201528","020015","020015028"
128,"7500",1663,0,"rampura",1993,0,1,"302667","030026","030026067"
98,"x",2417,1,"gazipur sadar",1996,0,1,"303330","030033","030033030"
120,"180000",2154,1,"patiya",1995,0,1,"201561","020015","020015061"
70,"10000",2895,0.5,"bakalia",1999,0,1,"201510","020015","020015010"
300,"120000",1650,0,"mohammadpur",1993,0,1,"302650","030026","030026050"
85,"14000",2342,0,"mohammadpur",1996,0,1,"302650","030026","030026050"
150,"24000",2788,0,"kotwali",1998,0,1,"201541","020015","020015041"
150,"60000",972,0,"kotwali",1992,0,1,"201541","020015","020015041"
52,"x",3125,0,"kotwali",2000,0,1,"201541","020015","020015041"
400,"110000",2297,0,"tejgaon industrial area",1996,0,1,"302692","030026","030026092"
152,"104000",819,1,"rampura",1991,1,1,"302667","030026","030026067"
480,"120000",2722,1,"kotwali",1998,0,1,"201541","020015","020015041"
85,"x",3072,0,"gulshan",2000,0,1,"302626","030026","030026026"
290,"60000",1827,1,"rupganj",1994,0,1,"306768","030067","030067068"
119,"100000",1799,0,"rampura",1994,0,1,"302667","030026","030026067"
60,"40000",2816,0,"gazipur sadar",1998,0,1,"303330","030033","030033030"
155,"80000",85,0,"rupganj",1985,1,1,"306768","030067","030067068"
190,"40000",306,0,"kotwali",1985,1,1,"201541","020015","020015041"
100,"30000",2319,0,"bakalia",1996,0,1,"201510","020015","020015010"
110,"300000",2456,0,"mirpur",1997,0,1,"302648","030026","030026048"
85,"75000",2339,1,"gazipur sadar",1996,0,1,"303330","030033","030033030"
105,"60000",3190,0,"pallabi",2000,0,1,"302664","030026","030026064"
60,"x",2494,1,"narayanganj sadar",1997,0,1,"306758","030067","030067058"
100,"36000",804,0,"kafrul",1991,1,1,"302630","030026","030026030"
105,"50000",468,0,"rampura",1984,1,1,"302667","030026","030026067"
169,"15600000",1261,1,"gazipur sadar",1992,0,1,"303330","030033","030033030"
500,"360000",1252,0,"tejgaon industrial area",1992,0,1,"302692","030026","030026092"
70,"x",3019,0,"dakshinkhan",1999,0,1,"302610","030026","030026010"
70,"x",3047,0,"dakshinkhan",2000,0,1,"302610","030026","030026010"
80,"70000",1177,0,"rampura",1991,1,1,"302667","030026","030026067"
140,"90000",9,0,"gulshan",1985,1,1,"302626","030026","030026026"
70,"60000",3185,0.5,"pahartali",2000,0,1,"201555","020015","020015055"
370,"300000",1231,0.5,"kotwali",1992,0,1,"201541","020015","020015041"
260,"156000",359,0,"mirpur",1985,1,1,"302648","030026","030026048"
200,"150000",2763,1,"gazipur sadar",1998,0,1,"303330","030033","030033030"
178,"260000",3084,1,"savar",1996,0,1,"302672","030026","030026072"
145,"300000",2751,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
198,"150000",412,0,"tejgaon industrial area",1985,1,1,"302692","030026","030026092"
100,"62400",2188,0.5,"uttar khan",1995,0,1,"302696","030026","030026096"
114,"31200",74,0,"ramna",1984,1,1,"302666","030026","030026066"
NA,"x",471,0,"mirpur",1985,1,1,"302648","030026","030026048"
160,"x",1784,0,"pallabi",1994,0,1,"302664","030026","030026064"
132,"90000",1744,1,"narayanganj sadar",1994,0,1,"306758","030067","030067058"
NA,"x",487,0,"savar",1985,1,1,"302672","030026","030026072"
140,"60000",1006,0,"sher-e-bangla nagar",1992,0,1,"302680","030026","030026080"
120,"45000",2333,0,"bakalia",1996,0,1,"201510","020015","020015010"
100,"48000",2141,0,"motijheel",1995,0,1,"302654","030026","030026054"
27,"66667",2009,1,"kaliakair",1995,0,1,"303332","030033","030033032"
75,"152000",3037,1,"dhanmondi",1999,0,1,"302616","030026","030026016"
292,"144000",549,0,"sher-e-bangla nagar",1984,1,1,"302680","030026","030026080"
250,"25000",634,0,"mohammadpur",1986,1,1,"302650","030026","030026050"
295,"70000",329,0,"chandgaon",1981,1,1,"201519","020015","020015019"
86,"x",3104,0,"mirpur",2000,0,1,"302648","030026","030026048"
138,"30000",2791,1,"double mooring",1999,0,1,"201528","020015","020015028"
130,"72000",214,0,"tejgaon industrial area",1985,1,1,"302692","030026","030026092"
124,"30000",2995,0,"pallabi",1999,0,1,"302664","030026","030026064"
200,"100000",1965,0,"pallabi",1995,0,1,"302664","030026","030026064"
60,"93000",1612,0,"mirpur",1993,0,1,"302648","030026","030026048"
175,"75000",280,0.5,"narayanganj sadar",1985,1,1,"306758","030067","030067058"
150,"156000",1995,0.5,"mirpur",1995,0,1,"302648","030026","030026048"
56,"90000",1533,0.5,"narayanganj sadar",1993,0,1,"306758","030067","030067058"
119,"120000",88,0,"mirpur",1985,1,1,"302648","030026","030026048"
525,"175000",2370,0,"mirpur",1996,0,1,"302648","030026","030026048"
300,"100000",596,0,"mirpur",1986,1,1,"302648","030026","030026048"
188,"x",2595,0,"mirpur",1998,0,1,"302648","030026","030026048"
85,"25000",5,0,"new market",1985,1,1,"302663","030026","030026063"
52,"840000",3136,0.5,"panchlaish",2000,0,1,"201557","020015","020015057"
130,"45000",2519,0,"kotwali",1997,0,1,"201541","020015","020015041"
130,"50000",1028,0,"gazipur sadar",1991,1,1,"303330","030033","030033030"
112,"45000",2666,0,"savar",1998,0,1,"302672","030026","030026072"
50,"80000",910,1,"narayanganj sadar",1991,1,1,"306758","030067","030067058"
80,"35000",2328,0,"pahartali",1996,0,1,"201555","020015","020015055"
85,"48000",1272,0,"kotwali",1992,0,1,"201541","020015","020015041"
120,"40000",336,0,"pahartali",1984,1,1,"201555","020015","020015055"
55,"15000",1992,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
185,"90000",99,0,"pallabi",1985,1,1,"302664","030026","030026064"
300,"50000",1355,0,"savar",1993,0,1,"302672","030026","030026072"
150,"78000",2431,1,"savar",1997,0,1,"302672","030026","030026072"
723,"2500000",1696,0,"patenga",1992,0,1,"201565","020015","020015065"
200,"250000",855,1,"savar",1991,1,1,"302672","030026","030026072"
84,"75000",2731,0,"savar",1998,0,1,"302672","030026","030026072"
162,"36000",2828,1,"khilkhet",1998,0,1,"302637","030026","030026037"
215,"70000",1130,1,"pallabi",1992,0,1,"302664","030026","030026064"
130,"18000",2219,0,"mirpur",1995,0,1,"302648","030026","030026048"
300,"432000",2621,1,"chandgaon",1998,0,1,"201519","020015","020015019"
230,"170000",721,0,"uttara, bimanbandar",1989,1,1,"302695","030026","030026095"
63,"120000",2994,0,"kalabagan",1999,0,1,"302633","030026","030026033"
175,"40000",32,0,"kalabagan",1983,1,1,"302633","030026","030026033"
201,"84000",342,0,"kotwali",1984,1,1,"201541","020015","020015041"
131,"48000",940,0,"gulshan",1992,0,1,"302626","030026","030026026"
110,"25000",539,0,"gendaria",1985,1,1,"302624","030026","030026024"
160,"45000",3069,0,"kaliakair",2000,0,1,"303332","030033","030033032"
100,"42000",2687,0,"pahartali",1987,1,1,"201555","020015","020015055"
250,"126000",1491,0,"pahartali",1994,0,1,"201555","020015","020015055"
250,"20000",2393,0,"singair",1996,0,1,"305682","030056","030056082"
140,"50000",15,0,"badda",1985,1,1,"302604","030026","030026004"
175,"72000",1360,0,"dakshinkhan",1993,0,1,"302610","030026","030026010"
250,"120000",2232,0.5,"new market",1995,0,1,"302663","030026","030026063"
84,"12000",3188,1,"pallabi",2000,0,1,"302664","030026","030026064"
186,"60000",982,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
115,"70000",2410,0,"double mooring",1996,0,1,"201528","020015","020015028"
63,"x",2829,0.5,"badda",1998,0,1,"302604","030026","030026004"
120,"36000",1687,0,"dhanmondi",1993,0,1,"302616","030026","030026016"
NA,"x",2648,1,"rupganj",1998,0,1,"306768","030067","030067068"
120,"84000",852,1,"sabujbagh",1991,1,1,"302668","030026","030026068"
183,"30000",1085,0,"tejgaon industrial area",1992,0,1,"302692","030026","030026092"
300,"100000",1351,0,"pallabi",1992,0,1,"302664","030026","030026064"
185,"12000",1172,0,"double mooring",1992,0,1,"201528","020015","020015028"
350,"45000",1876,1,"gazipur sadar",1994,0,1,"303330","030033","030033030"
624,"180000",105,0,"gazipur sadar",1984,1,1,"303330","030033","030033030"
1729,"556000",2898,0,"savar",1999,0,1,"302672","030026","030026072"
100,"75000",633,0,"new market",1986,1,1,"302663","030026","030026063"
125,"48000",2128,0,"badda",1995,0,1,"302604","030026","030026004"
150,"204000",2760,0,"badda",1998,0,1,"302604","030026","030026004"
240,"48000",1208,0,"gulshan",1991,1,1,"302626","030026","030026026"
112,"42000",497,0,"motijheel",1985,1,1,"302654","030026","030026054"
281,"2000",3179,1,"savar",2000,0,1,"302672","030026","030026072"
139,"48000",1193,0,"mirpur",1992,0,1,"302648","030026","030026048"
160,"48000",2163,0,"savar",1995,0,1,"302672","030026","030026072"
208,"54000",100,0,"mirpur",1985,1,1,"302648","030026","030026048"
210,"150000",2175,0.5,"gulshan",1995,0,1,"302626","030026","030026026"
95,"35000",757,0.5,"rampura",1991,1,1,"302667","030026","030026067"
150,"210000",1408,1,"mirpur",1993,0,1,"302648","030026","030026048"
95,"x",2635,1,"savar",1998,0,1,"302672","030026","030026072"
500,"72000",1221,0,"savar",1992,0,1,"302672","030026","030026072"
106,"70000",2915,0,"mirpur",1999,0,1,"302648","030026","030026048"
95,"360000",405,0,"gulshan",1985,1,1,"302626","030026","030026026"
99,"36000",308,0,"savar",1985,1,1,"302672","030026","030026072"
84,"370000",1157,1,"narayanganj sadar",1992,0,1,"306758","030067","030067058"
134,"18000",228,0,"ramna",1985,1,1,"302666","030026","030026066"
218,"99000",1463,0.5,"ramna",1993,0,1,"302666","030026","030026066"
51,"x",3051,0.5,"ramna",2000,0,1,"302666","030026","030026066"
152,"435000",1985,0.5,"rampura",1995,0,1,"302667","030026","030026067"
140,"36000",1380,0,"mirpur",1993,0,1,"302648","030026","030026048"
175,"250000",639,0.5,"mirpur",1986,1,1,"302648","030026","030026048"
89,"5000",3117,1,"panchlaish",2000,0,1,"201557","020015","020015057"
111,"60000",866,1,"tejgaon industrial area",1991,1,1,"302692","030026","030026092"
84,"x",2610,0,"mirpur",1998,0,1,"302648","030026","030026048"
184,"168000",1185,0,"khulshi",1992,0,1,"201543","020015","020015043"
126,"52000",594,0,"tejgaon",1986,1,1,"302690","030026","030026090"
248,"78000",37,0,"tejgaon",1981,1,1,"302690","030026","030026090"
56,"150000",1679,1,"gazipur sadar",1993,0,1,"303330","030033","030033030"
203,"52000",738,0,"savar",1990,1,1,"302672","030026","030026072"
104,"60000",305,0,"double mooring",1985,1,1,"201528","020015","020015028"
250,"20000",735,1,"double mooring",1989,1,1,"201528","020015","020015028"
250,"120000",225,0,"new market",1985,1,1,"302663","030026","030026063"
163,"40000",2673,0.5,"panchlaish",1998,0,1,"201557","020015","020015057"
200,"150000",1373,0.5,"kotwali",1993,0,1,"201541","020015","020015041"
135,"432000",2096,1,"pallabi",1994,0,1,"302664","030026","030026064"
125,"70000",399,0.5,"double mooring",1985,1,1,"201528","020015","020015028"
66,"120000",821,1,"sutrapur",1991,1,1,"302688","030026","030026088"
125,"48000",2058,0,"bayejid bostami",1995,0,1,"201506","020015","020015006"
63,"90250",477,0,"tejgaon",1985,1,1,"302690","030026","030026090"
110,"25000",1497,0,"rampura",1993,0,1,"302667","030026","030026067"
50,"250000",1197,0.5,"shahbag",1992,0,1,"302675","030026","030026075"
114,"86000",2206,0.5,"gazipur sadar",1995,0,1,"303330","030033","030033030"
104,"80000",1318,0.5,"gazipur sadar",1992,0,1,"303330","030033","030033030"
400,"60000",299,0,"savar",1985,1,1,"302672","030026","030026072"
120,"65000",2784,0.5,"gazipur sadar",1998,0,1,"303330","030033","030033030"
100,"60000",2496,1,"pallabi",1997,0,1,"302664","030026","030026064"
90,"0",3056,0,"gazipur sadar",2000,0,1,"303330","030033","030033030"
131,"55000",1067,0,"tejgaon",1992,0,1,"302690","030026","030026090"
115,"116000",2736,0,"gazipur sadar",1998,0,1,"303330","030033","030033030"
63,"12000",3066,0,"kalabagan",2000,0,1,"302633","030026","030026033"
400,"75000",2142,1,"chauddagram",1995,0,1,"201931","020019","020019031"
57,"3500",16,0,"rampura",1985,1,1,"302667","030026","030026067"
220,"132000",561,0,"narayanganj sadar",1984,1,1,"306758","030067","030067058"
80,"220000",1453,0.5,"narayanganj sadar",1994,0,1,"306758","030067","030067058"
350,"50000",1874,1,"mirpur",1994,0,1,"302648","030026","030026048"
120,"35000",1739,0,"dakshinkhan",1994,0,1,"302610","030026","030026010"
120,"35000",1256,0,"dakshinkhan",1992,0,1,"302610","030026","030026010"
NA,"0",681,0,"narayanganj sadar",1987,1,1,"306758","030067","030067058"
174,"150000",1381,0,"dhanmondi",1993,0,1,"302616","030026","030026016"
112,"36000",3091,0,"kafrul",1991,1,1,"302630","030026","030026030"
72,"35000",3159,1,"lohagara",2000,0,1,"201547","020015","020015047"
NA,"x",3215,0,"kafrul",2000,0,1,"302630","030026","030026030"
150,"180000",528,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
105,"60000",1044,0,"kafrul",1992,0,1,"302630","030026","030026030"
85,"75000",1273,1,"narayanganj sadar",1991,1,1,"306758","030067","030067058"
44,"x",3177,0.5,"kotwali",2000,0,1,"201541","020015","020015041"
120,"40000",2445,0.5,"panchlaish",1997,0,1,"201557","020015","020015057"
100,"60000",918,0,"patenga",1992,0,1,"201565","020015","020015065"
100,"55000",2243,0,"patenga",1995,0,1,"201565","020015","020015065"
1687,"104166",2272,1,"patenga",1996,0,1,"201565","020015","020015065"
160,"36000",628,0,"chandgaon",1986,1,1,"201519","020015","020015019"
57,"x",3053,1,"mirpur",2000,0,1,"302648","030026","030026048"
118,"33000",230,0,"kafrul",1985,1,1,"302630","030026","030026030"
200,"600000",1195,1,"khulshi",1992,0,1,"201543","020015","020015043"
200,"150000",3042,1,"khulshi",2000,0,1,"201543","020015","020015043"
NA,"x",2743,1,"gazipur sadar",1998,0,1,"303330","030033","030033030"
43,"x",2976,1,"gazipur sadar",1999,0,1,"303330","030033","030033030"
300,"150000",2843,0.5,"pahartali",1998,0,1,"201555","020015","020015055"
25,"109500",2435,1,"badda",1997,0,1,"302604","030026","030026004"
300,"60000",3035,1,"chandgaon",1999,0,1,"201519","020015","020015019"
210,"80000",1097,0,"cantonment",1992,0,1,"302608","030026","030026008"
200,"600000",1255,1,"kotwali",1992,0,1,"201541","020015","020015041"
167,"150000",1365,0,"pallabi",1993,0,1,"302664","030026","030026064"
205,"50000",998,0,"pallabi",1991,1,1,"302664","030026","030026064"
248,"x",3038,0,"badda",1999,0,1,"302604","030026","030026004"
104,"x",2591,0.5,"pallabi",1998,0,1,"302664","030026","030026064"
120,"45000",1335,0,"pallabi",1992,0,1,"302664","030026","030026064"
223,"36000",2240,1,"rupganj",1995,0,1,"306768","030067","030067068"
42,"292000",3088,1,"khulshi",1999,0,1,"201543","020015","020015043"
250,"120000",2406,1,"double mooring",1996,0,1,"201528","020015","020015028"
250,"60000",395,1,"kotwali",1985,1,1,"201541","020015","020015041"
150,"150000",1454,0,"pallabi",1993,0,1,"302664","030026","030026064"
365,"48000",1081,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
143,"x",3070,0,"rampura",2000,0,1,"302667","030026","030026067"
122,"x",2768,0,"rampura",1998,0,1,"302667","030026","030026067"
316,"120000",704,0,"gazipur sadar",1989,1,1,"303330","030033","030033030"
152,"444000",2491,1,"panchlaish",1997,0,1,"201557","020015","020015057"
150,"40000",2954,0,"chandgaon",2000,0,1,"201519","020015","020015019"
172,"50000",1790,0.5,"mirpur",1994,0,1,"302648","030026","030026048"
100,"50000",2689,0.5,"mirpur",1998,0,1,"302648","030026","030026048"
166,"120000",1448,0,"kalabagan",1993,0,1,"302633","030026","030026033"
98,"36000",3174,0,"gulshan",2000,0,1,"302626","030026","030026026"
280,"60000",1617,0.5,"mirpur",1993,0,1,"302648","030026","030026048"
155,"x",3093,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
101,"30000",1246,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
258,"185000",17,0,"pallabi",1982,1,1,"302664","030026","030026064"
105,"30000",2380,0.5,"double mooring",1996,0,1,"201528","020015","020015028"
245,"120000",578,0,"tejgaon industrial area",1985,1,1,"302692","030026","030026092"
303,"5833",2428,1,"sonargaon",1997,0,1,"306704","030067","030067004"
NA,NA,343,0,"kotwali",1985,1,1,"201541","020015","020015041"
540,"180000",145,0,"paltan",1984,1,1,"302665","030026","030026065"
290,"117000",146,0,"tejgaon",1985,1,1,"302690","030026","030026090"
222,"140000",10,0,"savar",1985,1,1,"302672","030026","030026072"
218,"90000",588,0,"double mooring",1986,1,1,"201528","020015","020015028"
46,"150000",1857,0.5,"mirpur",1994,0,1,"302648","030026","030026048"
450,"600000",2016,1,"bhaluka",1995,0,1,"306113","030061","030061013"
148,"40000",1560,0,"pallabi",1994,0,1,"302664","030026","030026064"
168,"72000",2475,0,"dakshinkhan",1997,0,1,"302610","030026","030026010"
98,"96000",1122,1,"mohammadpur",1992,0,1,"302650","030026","030026050"
70,"x",2664,0,"tejgaon industrial area",1998,0,1,"302692","030026","030026092"
126,"9000",2883,0,"mirpur",1999,0,1,"302648","030026","030026048"
500,"60000",1689,1,"mirpur",1993,0,1,"302648","030026","030026048"
190,"70000",232,0,"gazipur sadar",1984,1,1,"303330","030033","030033030"
78,"48000",1472,0,"mirpur",1993,0,1,"302648","030026","030026048"
NA,"x",878,0,"narayanganj sadar",1991,1,1,"306758","030067","030067058"
53,"x",2802,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
215,"100000",462,0,"gulshan",1985,1,1,"302626","030026","030026026"
265,"75000",367,0,"bayejid bostami",1985,1,1,"201506","020015","020015006"
80,"60000",2934,0,"bakalia",1999,0,1,"201510","020015","020015010"
225,"60000",1426,0,"tejgaon industrial area",1993,0,1,"302692","030026","030026092"
40,"25000",2266,1,"pallabi",1995,0,1,"302664","030026","030026064"
72,"5000",2647,0,"motijheel",1998,0,1,"302654","030026","030026054"
100,"12000",1452,0,"turag",1993,0,1,"302693","030026","030026093"
200,"36000",2122,0,"double mooring",1995,0,1,"201528","020015","020015028"
200,"80000",2144,0.5,"panchlaish",1995,0,1,"201557","020015","020015057"
151,"24000",573,0,"sabujbagh",1985,1,1,"302668","030026","030026068"
100,"1104500",2334,1,"sutrapur",1996,0,1,"302688","030026","030026088"
278,"10000",625,0,"savar",1986,1,1,"302672","030026","030026072"
