"machine","capacity","bgmea_num","fac_type","upazila","date_est","exist91","exist00","upaz2011","parent","ipum2011"
150,"120000",891,0.5,"cantonment",1991,1,1,"302608","030026","030026008"
440,"72000",2311,1,"narayanganj sadar",1996,0,1,"306758","030067","030067058"
NA,"x",2585,0.5,"gazipur sadar",1998,0,1,"303330","030033","030033030"
188,"x",2527,0,"savar",1997,0,1,"302672","030026","030026072"
286,"113000",2123,0,"gazipur sadar",1995,0,1,"303330","030033","030033030"
151,"60000",1224,0,"motijheel",1992,0,1,"302654","030026","030026054"
140,"50000",1575,0,"tejgaon",1993,0,1,"302690","030026","030026090"
170,"20000",2260,0.5,"chandgaon",1995,0,1,"201519","020015","020015019"
166,"60000",1092,0,"bakalia",1992,0,1,"201510","020015","020015010"
98,"36000",1872,0,"kotwali",1994,0,1,"201541","020015","020015041"
194,"100000",2762,0,"sabujbagh",1998,0,1,"302668","030026","030026068"
180,"38400",2214,1,"kafrul",1995,0,1,"302630","030026","030026030"
183,"72000",2596,1,"bayejid bostami",1996,0,1,"201506","020015","020015006"
116,"72000",388,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
165,"90000",207,0,"new market",1985,1,1,"302663","030026","030026063"
200,"500000",716,0.5,"double mooring",1986,1,1,"201528","020015","020015028"
139,"30000",2156,0,"mirpur",1995,0,1,"302648","030026","030026048"
NA,"x",2124,1,"mirpur",1995,0,1,"302648","030026","030026048"
225,"60000",1146,1,"kotwali",1992,0,1,"201541","020015","020015041"
174,"120000",233,0,"savar",1985,1,1,"302672","030026","030026072"
225,"72000",942,0,"savar",1992,0,1,"302672","030026","030026072"
150,"60000",809,0,"gazipur sadar",1991,1,1,"303330","030033","030033030"
134,"38000",1502,0,"gazipur sadar",1993,0,1,"303330","030033","030033030"
130,"50000",1279,0,"narayanganj sadar",1992,0,1,"306758","030067","030067058"
60,"182250",2377,1,"gazipur sadar",1996,0,1,"303330","030033","030033030"
160,"60000",1233,0,"mohammadpur",1992,0,1,"302650","030026","030026050"
120,"60000",2742,0,"darus salam",1998,0,1,"302611","030026","030026011"
200,"78000",387,0,"uttara, bimanbandar",1985,1,1,"302695","030026","030026095"
350,"130000",1162,1,"uttara, bimanbandar",1992,0,1,"302695","030026","030026095"
200,"78000",1163,0,"uttara, bimanbandar",1992,0,1,"302695","030026","030026095"
142,"90000",1593,0,"tejgaon",1993,0,1,"302690","030026","030026090"
130,"36000",1383,0,"shyampur",1993,0,1,"302676","030026","030026076"
124,"28800",1700,0,"turag",1994,0,1,"302693","030026","030026093"
100,"30000",683,0,"pahartali",1987,1,1,"201555","020015","020015055"
120,"15000",1415,0,"kafrul",1993,0,1,"302630","030026","030026030"
120,"85000",1019,0,"mohammadpur",1992,0,1,"302650","030026","030026050"
85,"15600",2945,0,"patenga",1999,0,1,"201565","020015","020015065"
50,"x",3210,1,"narayanganj sadar",2000,0,1,"306758","030067","030067058"
163,"100000",1835,0,"bayejid bostami",1994,0,1,"201506","020015","020015006"
207,"75000",222,0,"pahartali",1985,1,1,"201555","020015","020015055"
286,"180000",2752,0,"pahartali",1998,0,1,"201555","020015","020015055"
120,"100000",1918,1,"gulshan",1994,0,1,"302626","030026","030026026"
110,"80000",1809,0.5,"ramna",1994,0,1,"302666","030026","030026066"
140,"30000",1399,0,"narayanganj sadar",1993,0,1,"306758","030067","030067058"
276,"216000",2502,0.5,"khulshi",1997,0,1,"201543","020015","020015043"
200,"36000",586,0,"double mooring",1986,1,1,"201528","020015","020015028"
165,"36000",1958,0,"pahartali",1994,0,1,"201555","020015","020015055"
654,"300000",967,1,"gazipur sadar",1993,0,1,"303330","030033","030033030"
200,"50000",961,0,"double mooring",1992,0,1,"201528","020015","020015028"
115,"140000",992,0,"shah ali",1992,0,1,"302674","030026","030026074"
100,"300000",766,1,"pallabi",1990,1,1,"302664","030026","030026064"
240,"85000",235,0,"gulshan",1985,1,1,"302626","030026","030026026"
175,"72000",2992,0,"chandgaon",1999,0,1,"201519","020015","020015019"
160,"36000",1024,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
68,"x",3180,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
NA,"x",820,0,"mirpur",1991,1,1,"302648","030026","030026048"
358,"60000",1226,1,"kotwali",1992,0,1,"201541","020015","020015041"
137,"36000",1483,0,"kotwali",1993,0,1,"201541","020015","020015041"
180,"60000",330,0,"chandgaon",1984,1,1,"201519","020015","020015019"
500,"1019620",2312,1,"narayanganj sadar",1994,0,1,"306758","030067","030067058"
160,"50000",2617,1,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
80,"84000",248,1,"gulshan",1985,1,1,"302626","030026","030026026"
82,"x",3127,0,"darus salam",2000,0,1,"302611","030026","030026011"
230,"72000",186,0,"savar",1984,1,1,"302672","030026","030026072"
105,"60000",1333,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
122,"60000",2756,1,"gazipur sadar",1998,0,1,"303330","030033","030033030"
152,"48000",2755,0,"gazipur sadar",1998,0,1,"303330","030033","030033030"
191,"x",3173,0,"gazipur sadar",2000,0,1,"303330","030033","030033030"
NA,"x",2218,0,"gazipur sadar",1995,0,1,"303330","030033","030033030"
NA,"x",1677,0,"adabor",1993,0,1,"302602","030026","030026002"
75,"48000",1244,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
76,"24000",416,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
872,"200000",902,0.5,"kafrul",1992,0,1,"302630","030026","030026030"
100,"50000",238,0,"panchlaish",1985,1,1,"201557","020015","020015057"
110,"20000",1350,0,"mirpur",1992,0,1,"302648","030026","030026048"
82,"33500",518,0,"motijheel",1985,1,1,"302654","030026","030026054"
78,"35000",1517,0,"kotwali",1993,0,1,"201541","020015","020015041"
525,"84000",1934,1,"shyampur",1994,0,1,"302676","030026","030026076"
140,"46000",1029,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
185,"90000",869,0,"pallabi",1991,1,1,"302664","030026","030026064"
57,"150000",894,1,"khilgaon",1991,1,1,"302636","030026","030026036"
334,"180000",1429,1,"gazipur sadar",1991,1,1,"303330","030033","030033030"
380,"36000",1681,1,"gazipur sadar",1993,0,1,"303330","030033","030033030"
200,"65000",2644,1,"sonargaon",1998,0,1,"306704","030067","030067004"
171,"40000",580,0,"gulshan",1985,1,1,"302626","030026","030026026"
200,"25000",1030,0,"ramna",1992,0,1,"302666","030026","030026066"
651,"250000",312,0.5,"gazipur sadar",1985,1,1,"303330","030033","030033030"
500,"182000",2724,0,"patenga",1997,0,1,"201565","020015","020015065"
107,"x",3157,0,"panchlaish",2000,0,1,"201557","020015","020015057"
200,"30000",2676,1,"sitakunda",1998,0,1,"201586","020015","020015086"
110,"30000",765,0,"kafrul",1991,1,1,"302630","030026","030026030"
240,"112000",1293,0,"savar",1992,0,1,"302672","030026","030026072"
165,"115200",1411,0.5,"double mooring",1993,0,1,"201528","020015","020015028"
270,"100000",1794,0,"panchlaish",1994,0,1,"201557","020015","020015057"
270,"100000",2138,0,"panchlaish",1995,0,1,"201557","020015","020015057"
185,"180000",2173,1,"rampura",1995,0,1,"302667","030026","030026067"
146,"80000",3229,0.5,"panchlaish",2000,0,1,"201557","020015","020015057"
376,"150000",138,0,"mirpur",1985,1,1,"302648","030026","030026048"
250,"60000",583,0,"new market",1985,1,1,"302663","030026","030026063"
NA,"x",2902,0,"gazipur sadar",1999,0,1,"303330","030033","030033030"
46,"x",2931,0,"kafrul",1999,0,1,"302630","030026","030026030"
120,"60000",142,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
100,"42000",2381,1,"bayejid bostami",1996,0,1,"201506","020015","020015006"
160,"40000",658,0,"gulshan",1987,1,1,"302626","030026","030026026"
190,"50000",24,0,"mirpur",1985,1,1,"302648","030026","030026048"
100,"36000",2899,0,"kafrul",1999,0,1,"302630","030026","030026030"
126,"62000",814,0,"ramna",1991,1,1,"302666","030026","030026066"
95,"340000",2712,0.5,"double mooring",1998,0,1,"201528","020015","020015028"
98,"100000",795,0,"panchlaish",1991,1,1,"201557","020015","020015057"
95,"150000",2851,0,"mirpur",1998,0,1,"302648","030026","030026048"
123,"60000",3228,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
40,"150000",2375,1,"serajdikhan",1996,0,1,"305974","030059","030059074"
118,"35000",687,0,"motijheel",1987,1,1,"302654","030026","030026054"
105,"36000",2592,0,"khulshi",1997,0,1,"201543","020015","020015043"
75,"x",2983,1,"gazipur sadar",1999,0,1,"303330","030033","030033030"
107,"60000",831,0.5,"gulshan",1991,1,1,"302626","030026","030026026"
90,"270000",2165,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
98,"30000",939,1,"narayanganj sadar",1992,0,1,"306758","030067","030067058"
850,"60000",1485,0,"patenga",1993,0,1,"201565","020015","020015065"
113,"35000",2857,0,"tejgaon industrial area",1998,0,1,"302692","030026","030026092"
152,"50000",1887,0,"tejgaon industrial area",1994,0,1,"302692","030026","030026092"
200,"17600",3134,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
278,"300000",925,1,"kaliakair",1991,1,1,"303332","030033","030033032"
100,"125000",777,1,"mirzapur",1990,1,1,"309366","030093","030093066"
1600,"100000",2390,0,"patenga",1996,0,1,"201565","020015","020015065"
110,"3000",567,0,"chandgaon",1985,1,1,"201519","020015","020015019"
220,"84000",2388,0,"pahartali",1996,0,1,"201555","020015","020015055"
102,"60000",366,0,"kotwali",1984,1,1,"201541","020015","020015041"
310,"36000",44,0,"sutrapur",1983,1,1,"302688","030026","030026088"
150,"36000",1914,0,"gazipur sadar",2000,0,1,"303330","030033","030033030"
125,"48000",1894,0,"badda",1994,0,1,"302604","030026","030026004"
2650,"1150000",40,0.5,"panchlaish",1983,1,1,"201557","020015","020015057"
465,"550000",2197,0.5,"patenga",1995,0,1,"201565","020015","020015065"
140,"135000",1662,0,"chandgaon",1994,0,1,"201519","020015","020015019"
150,"105000",380,0,"kotwali",1985,1,1,"201541","020015","020015041"
60,"205000",2279,1,"tejgaon industrial area",1996,0,1,"302692","030026","030026092"
NA,"600000",1753,1,"gazipur sadar",1994,0,1,"303330","030033","030033030"
250,"110000",529,0,"tejgaon",1985,1,1,"302690","030026","030026090"
200,"200000",23,0,"tejgaon",1985,1,1,"302690","030026","030026090"
120,"1950",984,0,"gulshan",1992,0,1,"302626","030026","030026026"
120,"x",2952,0,"tejgaon industrial area",1999,0,1,"302692","030026","030026092"
96,"60000",1656,0,"pallabi",1993,0,1,"302664","030026","030026064"
95,"50000",2897,0,"gazipur sadar",1999,0,1,"303330","030033","030033030"
107,"72000",2949,0,"badda",1999,0,1,"302604","030026","030026004"
300,"42000",2783,1,"kamrangir char",1998,0,1,"302634","030026","030026034"
400,"60000",2199,1,"hazaribagh",1995,0,1,"302628","030026","030026028"
350,"36000",2172,0,"tejgaon",1995,0,1,"302690","030026","030026090"
NA,"x",2974,0,"uttara, bimanbandar",1999,0,1,"302695","030026","030026095"
90,"25000",344,0,"kotwali",1985,1,1,"201541","020015","020015041"
52,"85000",758,1,"mirpur",1990,1,1,"302648","030026","030026048"
236,"228000",251,0.5,"gendaria",1985,1,1,"302624","030026","030026024"
NA,"x",3054,1,"savar",2000,0,1,"302672","030026","030026072"
89,"240000",2104,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
250,"450000",2544,1,"chandgaon",1997,0,1,"201519","020015","020015019"
314,"60000",2729,1,"patenga",1998,0,1,"201565","020015","020015065"
160,"24000",1672,0,"kotwali",1994,0,1,"201541","020015","020015041"
136,"250000",2562,1,"kotwali",1998,0,1,"201541","020015","020015041"
300,"36000",2552,1,"rupganj",1997,0,1,"306768","030067","030067068"
79,"360000",1786,0.5,"panchlaish",1994,0,1,"201557","020015","020015057"
235,"30000",2211,0,"kotwali",1995,0,1,"201541","020015","020015041"
175,"40000",2089,1,"double mooring",1995,0,1,"201528","020015","020015028"
271,"50000",2467,1,"chandgaon",1997,0,1,"201519","020015","020015019"
165,"100000",383,0,"bakalia",1984,1,1,"201510","020015","020015010"
130,"105000",850,1,"gazipur sadar",1991,1,1,"303330","030033","030033030"
185,"180000",2399,0,"narayanganj sadar",1996,0,1,"306758","030067","030067058"
156,"140000",98,0,"narayanganj sadar",1985,1,1,"306758","030067","030067058"
106,"x",2882,0,"savar",1999,0,1,"302672","030026","030026072"
110,"40000",1818,0,"sher-e-bangla nagar",1994,0,1,"302680","030026","030026080"
104,"60000",1771,0,"cantonment",1994,0,1,"302608","030026","030026008"
231,"306000",2650,0.5,"chittagong port",1998,0,1,"201520","020015","020015020"
715,"72000",1940,1,"uttara, bimanbandar",1994,0,1,"302695","030026","030026095"
1500,"150000",2842,0,"patenga",1998,0,1,"201565","020015","020015065"
80,"108000",965,0,"kafrul",1992,0,1,"302630","030026","030026030"
135,"150000",2767,1,"savar",1998,0,1,"302672","030026","030026072"
NA,"x",3034,1,"savar",1999,0,1,"302672","030026","030026072"
110,"156000",1538,1,"kalabagan",1993,0,1,"302633","030026","030026033"
107,"60000",1378,0,"new market",1993,0,1,"302663","030026","030026063"
67,"40000",3194,0,"double mooring",2000,0,1,"201528","020015","020015028"
100,"150000",2774,1,"gazipur sadar",1998,0,1,"303330","030033","030033030"
235,"350000",762,1,"gazipur sadar",1990,1,1,"303330","030033","030033030"
153,"120000",1213,0.5,"gulshan",1992,0,1,"302626","030026","030026026"
112,"250000",2125,1,"gazipur sadar",1995,0,1,"303330","030033","030033030"
190,"60000",148,0,"pallabi",1984,1,1,"302664","030026","030026064"
85,"45000",1597,1,"kafrul",1993,0,1,"302630","030026","030026030"
165,"40000",2787,0,"pahartali",1998,0,1,"201555","020015","020015055"
60,"x",611,0,"mohammadpur",1986,1,1,"302650","030026","030026050"
60,"300000",1745,1,"double mooring",1994,0,1,"201528","020015","020015028"
NA,"x",2184,0,"savar",1995,0,1,"302672","030026","030026072"
88,"150000",1822,1,"narayanganj sadar",1994,0,1,"306758","030067","030067058"
120,"260000",2672,1,"rupganj",1997,0,1,"306768","030067","030067068"
156,"270650",489,1,"savar",1985,1,1,"302672","030026","030026072"
100,"knit tops",3057,1,"pahartali",2000,0,1,"201555","020015","020015055"
20,"x",2447,0,"gazipur sadar",1997,0,1,"303330","030033","030033030"
350,"24000",2403,0,"patenga",1996,0,1,"201565","020015","020015065"
170,"96000",1002,0.5,"double mooring",1991,1,1,"201528","020015","020015028"
112,"60000",1475,0,"gulshan",1993,0,1,"302626","030026","030026026"
95,"60000",2004,0,"kafrul",1995,0,1,"302630","030026","030026030"
200,"144000",558,0,"pallabi",1985,1,1,"302664","030026","030026064"
45,"x",2812,1,"kaliakair",1998,0,1,"303332","030033","030033032"
350,"45000",2088,1,"savar",1995,0,1,"302672","030026","030026072"
75,"60000",916,0,"rampura",1991,1,1,"302667","030026","030026067"
70,"180000",2985,1,"narayanganj sadar",1999,0,1,"306758","030067","030067058"
100,"96000",707,1,"rampura",1988,1,1,"302667","030026","030026067"
229,"80000",254,0,"bangshal",1984,1,1,"302605","030026","030026005"
67,"25000",913,0,"sutrapur",1991,1,1,"302688","030026","030026088"
157,"50000",465,0,"sutrapur",1985,1,1,"302688","030026","030026088"
140,"75000",1960,0,"double mooring",1994,0,1,"201528","020015","020015028"
130,"60000",2572,0,"double mooring",1997,0,1,"201528","020015","020015028"
180,"40000",1680,0,"ramna",1994,0,1,"302666","030026","030026066"
175,"75000",30,0.5,"kotwali",1985,1,1,"201541","020015","020015041"
250,"100000",1082,0,"kafrul",1992,0,1,"302630","030026","030026030"
200,"36000",2105,0,"gendaria",1995,0,1,"302624","030026","030026024"
350,"84000",2372,0,"ramna",1996,0,1,"302666","030026","030026066"
300,"30000",3163,0,"ramna",2000,0,1,"302666","030026","030026066"
200,"60000",1823,0,"khilgaon",1994,0,1,"302636","030026","030026036"
120,"120000",2192,0,"kafrul",1995,0,1,"302630","030026","030026030"
214,"276000",2653,0.5,"chittagong port",1998,0,1,"201520","020015","020015020"
150,"x",2695,1,"chandgaon",1998,0,1,"201519","020015","020015019"
250,"25000",2547,0,"gazipur sadar",1997,0,1,"303330","030033","030033030"
59,"141000",2835,1,"uttara, bimanbandar",1998,0,1,"302695","030026","030026095"
100,"60000",2799,0,"kafrul",1995,0,1,"302630","030026","030026030"
250,"121000",2420,0,"kafrul",1996,0,1,"302630","030026","030026030"
350,"55000",1694,1,"rampura",1993,0,1,"302667","030026","030026067"
120,"25000",2531,0,"mohammadpur",1997,0,1,"302650","030026","030026050"
110,"60000",2782,1,"darus salam",1998,0,1,"302611","030026","030026011"
56,"x",2904,1,"narayanganj sadar",1999,0,1,"306758","030067","030067058"
160,"70000",1250,0,"rampura",1992,0,1,"302667","030026","030026067"
175,"70000",949,0,"double mooring",1991,1,1,"201528","020015","020015028"
89,"205000",2482,0,"jatrabari",1997,0,1,"302629","030026","030026029"
179,"x",2628,0,"khilkhet",1998,0,1,"302637","030026","030026037"
168,"75000",2080,0,"gulshan",1995,0,1,"302626","030026","030026026"
85,"24000",1942,0,"double mooring",1994,0,1,"201528","020015","020015028"
120,"36000",382,0,"kotwali",1984,1,1,"201541","020015","020015041"
460,"60000",1568,1,"pallabi",1993,0,1,"302664","030026","030026064"
140,"45000",1266,0.5,"kotwali",1991,1,1,"201541","020015","020015041"
135,"18000",739,0,"kotwali",1989,1,1,"201541","020015","020015041"
610,"360000",1160,0,"mirpur",1992,0,1,"302648","030026","030026048"
96,"360000",2027,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
55,"10000",1964,0,"pallabi",1994,0,1,"302664","030026","030026064"
170,"56000",1420,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
357,"156000",155,0,"narayanganj sadar",1984,1,1,"306758","030067","030067058"
100,"350000",753,1,"kotwali",1990,1,1,"201541","020015","020015041"
170,"60000",1409,0,"pallabi",1993,0,1,"302664","030026","030026064"
120,"75000",122,0,"kalabagan",1985,1,1,"302633","030026","030026033"
125,"x",2853,0,"mirpur",1998,0,1,"302648","030026","030026048"
135,"75000",2230,0.5,"gulshan",1995,0,1,"302626","030026","030026026"
157,"120000",1178,0,"gazipur sadar",1992,0,1,"303330","030033","030033030"
152,"366000",3090,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
55,"24000",3220,0,"kotwali",2000,0,1,"201541","020015","020015041"
165,"120000",1494,0,"gazipur sadar",1993,0,1,"303330","030033","030033030"
160,"55000",2120,0,"savar",1995,0,1,"302672","030026","030026072"
350,"60000",1909,0,"savar",1993,0,1,"302672","030026","030026072"
167,"x",3027,0,"kafrul",2000,0,1,"302630","030026","030026030"
176,"75000",2378,0,"pallabi",1996,0,1,"302664","030026","030026064"
150,"80000",374,0.5,"kotwali",1985,1,1,"201541","020015","020015041"
120,"60000",955,0.5,"chandgaon",1991,1,1,"201519","020015","020015019"
NA,"x",3097,0.5,"mirpur",2000,0,1,"302648","030026","030026048"
75,"160000",2022,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
170,"350000",1890,1,"bayejid bostami",1994,0,1,"201506","020015","020015006"
69,"x",3205,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
105,"45000",1274,0,"savar",1992,0,1,"302672","030026","030026072"
205,"60000",783,0,"savar",1990,1,1,"302672","030026","030026072"
245,"60000",310,0,"savar",1984,1,1,"302672","030026","030026072"
130,"60000",828,0.5,"pahartali",1991,1,1,"201555","020015","020015055"
278,"60000",740,0,"double mooring",1990,1,1,"201528","020015","020015028"
177,"130000",423,0,"jatrabari",1985,1,1,"302629","030026","030026029"
92,"90000",714,0.5,"kotwali",1987,1,1,"201541","020015","020015041"
209,"75000",2429,1,"gazipur sadar",1997,0,1,"303330","030033","030033030"
125,"150000",242,1,"gazipur sadar",1985,1,1,"303330","030033","030033030"
200,"70000",1684,0,"rupganj",1993,0,1,"306768","030067","030067068"
146,"10000",879,0,"tejgaon industrial area",1991,1,1,"302692","030026","030026092"
225,"75000",459,0,"rupganj",1985,1,1,"306768","030067","030067068"
340,"x",3213,0,"patenga",2000,0,1,"201565","020015","020015065"
710,"200000",377,0,"double mooring",1985,1,1,"201528","020015","020015028"
150,"100000",870,0,"rampura",1991,1,1,"302667","030026","030026067"
143,"x",3064,1,"savar",2000,0,1,"302672","030026","030026072"
129,"60000",1528,0,"kafrul",1993,0,1,"302630","030026","030026030"
650,"350000",61,0,"kafrul",1985,1,1,"302630","030026","030026030"
137,"36000",2354,0,"chittagong port",1996,0,1,"201520","020015","020015020"
120,"36000",89,0,"kafrul",1985,1,1,"302630","030026","030026030"
380,"70000",1902,1,"gazipur sadar",1994,0,1,"303330","030033","030033030"
178,"x",2640,0.5,"mirpur",1998,0,1,"302648","030026","030026048"
110,"50000",499,0.5,"mirpur",1985,1,1,"302648","030026","030026048"
134,"48000",386,0,"gulshan",1985,1,1,"302626","030026","030026026"
114,"48000",1436,0,"rampura",1993,0,1,"302667","030026","030026067"
96,"249600",2326,1,"narayanganj sadar",1996,0,1,"306758","030067","030067058"
125,"30000",346,0,"pahartali",1984,1,1,"201555","020015","020015055"
175,"x",2796,0,"rampura",1998,0,1,"302667","030026","030026067"
219,"36000",453,0,"rampura",1985,1,1,"302667","030026","030026067"
250,"70000",935,0.5,"bayejid bostami",1992,0,1,"201506","020015","020015006"
180,"50000",1828,0,"chandgaon",1994,0,1,"201519","020015","020015019"
40,"120000",2182,0,"chandgaon",1995,0,1,"201519","020015","020015019"
1150,"200000",2170,0,"patenga",1994,0,1,"201565","020015","020015065"
150,"40000",712,0,"chandgaon",1989,1,1,"201519","020015","020015019"
123,"108000",2583,0,"keraniganj",1998,0,1,"302638","030026","030026038"
115,"24000",2256,0,"kotwali",1995,0,1,"201541","020015","020015041"
NA,"x",2977,0,"khilkhet",1999,0,1,"302637","030026","030026037"
150,"96000",475,0,"sabujbagh",1985,1,1,"302668","030026","030026068"
110,"24000",340,0,"panchlaish",1985,1,1,"201557","020015","020015057"
135,"78000",1660,0,"rampura",1993,0,1,"302667","030026","030026067"
186,"120000",1145,0,"tejgaon industrial area",1992,0,1,"302692","030026","030026092"
114,"56000",1370,0,"double mooring",1993,0,1,"201528","020015","020015028"
176,"72000",428,0,"mirpur",1985,1,1,"302648","030026","030026048"
140,"77000",1147,0,"gulshan",1992,0,1,"302626","030026","030026026"
275,"160000",2655,0.5,"double mooring",1998,0,1,"201528","020015","020015028"
38,"x",3025,0,"sutrapur",1999,0,1,"302688","030026","030026088"
96,"x",3178,0,"khulshi",2000,0,1,"201543","020015","020015043"
309,"85000",3068,1,"savar",2000,0,1,"302672","030026","030026072"
150,"60000",70,0,"kafrul",1985,1,1,"302630","030026","030026030"
NA,"x",3162,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
100,"150000",698,1,"narayanganj sadar",1988,1,1,"306758","030067","030067058"
217,"150000",2739,0,"narayanganj sadar",1998,0,1,"306758","030067","030067058"
330,"50000",1615,0,"gazipur sadar",1994,0,1,"303330","030033","030033030"
115,"52000",1576,1,"mirpur",1993,0,1,"302648","030026","030026048"
200,"60000",2771,0.5,"panchlaish",1998,0,1,"201557","020015","020015057"
265,"60000",119,0,"mirpur",1985,1,1,"302648","030026","030026048"
156,"40000",507,0,"chandgaon",1989,1,1,"201519","020015","020015019"
205,"40000",422,0,"narayanganj sadar",1985,1,1,"306758","030067","030067058"
190,"150000",827,1,"narayanganj sadar",1991,1,1,"306758","030067","030067058"
103,"60000",1025,0.5,"mirpur",1991,1,1,"302648","030026","030026048"
NA,"x",3164,1,"gazipur sadar",2000,0,1,"303330","030033","030033030"
167,"66000",919,0,"paltan",1991,1,1,"302665","030026","030026065"
108,"170000",2917,1,"savar",1999,0,1,"302672","030026","030026072"
250,"30000",2249,0,"patenga",1995,0,1,"201565","020015","020015065"
155,"38000",2990,0,"double mooring",1999,0,1,"201528","020015","020015028"
70,"25000",825,0,"kafrul",1992,0,1,"302630","030026","030026030"
103,"30000",2754,0,"pahartali",1999,0,1,"201555","020015","020015055"
300,"120000",273,0,"lalbagh",1985,1,1,"302642","030026","030026042"
225,"78000",2543,0,"lalbagh",1997,0,1,"302642","030026","030026042"
200,"150000",1713,1,"sonargaon",1993,0,1,"306704","030067","030067004"
70,"150000",1929,1,"narayanganj sadar",1994,0,1,"306758","030067","030067058"
120,"60000",256,0,"mohammadpur",1985,1,1,"302650","030026","030026050"
NA,"x",743,1,"mohammadpur",1990,1,1,"302650","030026","030026050"
200,"1200000",906,0,"mirpur",1991,1,1,"302648","030026","030026048"
70,"105000",2553,1,"gazipur sadar",1997,0,1,"303330","030033","030033030"
564,"80000",1626,1,"sreepur",1993,0,1,"303386","030033","030033086"
175,"120000",2195,0,"double mooring",1995,0,1,"201528","020015","020015028"
98,"100000",796,0,"panchlaish",1991,1,1,"201557","020015","020015057"
114,"65000",2780,0,"pahartali",1998,0,1,"201555","020015","020015055"
165,"60000",2439,0,"savar",1993,0,1,"302672","030026","030026072"
125,"60000",3191,0,"kotwali",2000,0,1,"201541","020015","020015041"
150,"65000",243,0,"gulshan",1985,1,1,"302626","030026","030026026"
300,"250000",1371,0,"dhanmondi",1993,0,1,"302616","030026","030026016"
220,"60000",1665,0,"mohammadpur",1993,0,1,"302650","030026","030026050"
40,"72000",2398,0,"kotwali",1997,0,1,"201541","020015","020015041"
75,"120000",1366,1,"gazipur sadar",1993,0,1,"303330","030033","030033030"
170,"60000",606,0,"double mooring",1983,1,1,"201528","020015","020015028"
140,"36000",2336,0,"kotwali",1996,0,1,"201541","020015","020015041"
137,"20000",2577,1,"chittagong port",1997,0,1,"201520","020015","020015020"
325,"104000",2778,0,"patenga",1998,0,1,"201565","020015","020015065"
120,"100000",1843,1,"gazipur sadar",1994,0,1,"303330","030033","030033030"
NA,"24000",3078,1,"uttara, bimanbandar",2000,0,1,"302695","030026","030026095"
250,"x",2174,0,"tejgaon industrial area",1995,0,1,"302692","030026","030026092"
116,"75000",1865,0,"uttara, bimanbandar",1994,0,1,"302695","030026","030026095"
33,"x",2833,0,"pallabi",1998,0,1,"302664","030026","030026064"
50,"36000",2131,0,"mohammadpur",1995,0,1,"302650","030026","030026050"
120,"50000",2268,0,"kalabagan",1995,0,1,"302633","030026","030026033"
100,"600000",2329,1,"gazipur sadar",1996,0,1,"303330","030033","030033030"
78,"10400",840,0,"mirpur",1991,1,1,"302648","030026","030026048"
80,"30000",1121,0,"mirpur",1992,0,1,"302648","030026","030026048"
90,"30000",2612,0,"tejgaon industrial area",1997,0,1,"302692","030026","030026092"
64,"30000",124,0,"gulshan",1985,1,1,"302626","030026","030026026"
111,"36000",646,0,"ramna",1986,1,1,"302666","030026","030026066"
170,"90000",3008,0,"pahartali",1999,0,1,"201555","020015","020015055"
NA,"x",3152,1,"mohammadpur",2000,0,1,"302650","030026","030026050"
200,"75000",77,0,"panchlaish",1984,1,1,"201557","020015","020015057"
250,"75000",1465,0,"mohammadpur",1993,0,1,"302650","030026","030026050"
300,"300000",1967,1,"savar",1994,0,1,"302672","030026","030026072"
80,"90000",1695,0,"hazaribagh",1993,0,1,"302628","030026","030026028"
200,"60000",1525,0,"gazipur sadar",1993,0,1,"303330","030033","030033030"
165,"60000",2785,0.5,"tejgaon industrial area",1998,0,1,"302692","030026","030026092"
200,"overalls, pants",3216,0,"rampura",2000,0,1,"302667","030026","030026067"
180,"380000",2183,1,"narayanganj sadar",1995,0,1,"306758","030067","030067058"
150,"220000",2442,0.5,"kotwali",1996,0,1,"201541","020015","020015041"
140,"200000",994,0,"kotwali",1991,1,1,"201541","020015","020015041"
120,"48000",1393,0,"mirpur",1993,0,1,"302648","030026","030026048"
200,"60000",320,0,"halishahar",1985,1,1,"201535","020015","020015035"
122,"90000",1319,0,"shyampur",1992,0,1,"302676","030026","030026076"
65,"36000",2415,0,"shyampur",1996,0,1,"302676","030026","030026076"
