"bgmea_num","capacity","machine","fac_type","upazila","date_est","exist05","upaz2011","parent"
962,80000,200,0,"badda",1992,1,302604,30026
389,75000,155,0,"badda",1985,1,302604,30026
1041,250000,126,1,"jatrabari",1992,1,302629,30026
1587,1e+05,150,0,"sher-e-bangla nagar",1993,1,302680,30026
1358,38000,89,0.5,"rampura",1993,1,302667,30026
1437,108000,124,0,"adabor",1993,1,302602,30026
2569,NA,105,1,"narayanganj sadar",1997,1,306758,30067
1379,90000,110,0,"tejgaon",1993,1,302690,30026
1733,30000,55,0,"gulshan",1994,1,302626,30026
1394,50000,127.5,0,"narayanganj sadar",1993,1,306758,30067
1469,896000,292,1,"gazipur sadar",1987,1,303330,30033
1148,1e+05,135,0,"savar",1992,1,302672,30026
751,36000,172,0,"gulshan",1990,1,302626,30026
1161,60000,125.1192883,0,"kalabagan",1992,1,302633,30026
598,60000,125,0,"tejgaon industrial area",1986,1,302692,30026
2824,432000,88,1,"kaliakair",1998,1,303332,30033
1647,90000,137,0.5,"rampura",1993,1,302667,30026
2419,150000,65,1,"narayanganj sadar",1997,1,306758,30067
1269,120000,247,0,"pallabi",1992,1,302664,30026
963,65000,165,0.5,"gazipur sadar",1990,1,303330,30033
1433,48000,168,0,"uttara, bimanbandar",1993,1,302695,30026
1962,2e+05,1102,1,"gazipur sadar",1995,1,303330,30033
1330,72000,195,0,"gazipur sadar",1992,1,303330,30033
2766,NA,126,0,"kaliakair",1998,1,303332,30033
2815,1e+05,111,1,"gazipur sadar",1998,1,303330,30033
1171,75000,114,1,"gazipur sadar",1992,1,303330,30033
3151,60000,249,1,"mirpur",2000,1,302648,30026
1403,120000,305,0,"rampura",1993,1,302667,30026
3026,NA,86,0,"gazipur sadar",1999,1,303330,30033
3192,156000,136.6192883,1,"jatrabari",2000,1,302629,30026
1205,70000,70,0,"khilgaon",1992,1,302636,30026
2777,1e+05,378,0,"sonargaon",1998,1,306704,30067
2571,30000,96,0,"sonargaon",1997,1,306704,30067
2238,76500,326,0,"mohammadpur",1995,1,302650,30026
203,3e+05,1765,0,"mohammadpur",1985,1,302650,30026
2776,70000,149,0,"sonargaon",1998,1,306704,30067
2202,572000,143.6192883,1,"narayanganj sadar",1995,1,306758,30067
3169,125000,236,0,"uttara, bimanbandar",2000,1,302695,30026
2440,60000,136,0,"ramna",1997,1,302666,30026
1994,480000,148,1,"narayanganj sadar",1995,1,306758,30067
157,60000,125,0,"darus salam",1984,1,302611,30026
2015,48000,222.5,1,"darus salam",1995,1,302611,30026
952,1e+05,279,0.5,"savar",1992,1,302672,30026
472,60000,187,0,"tejgaon industrial area",1985,1,302692,30026
1227,120000,340,0,"kafrul",1992,1,302630,30026
1264,192000,154.5,0,"tejgaon industrial area",1992,1,302692,30026
1951,140000,70,1,"narayanganj sadar",1994,1,306758,30067
844,90000,60,1,"kafrul",1991,1,302630,30026
1611,125000,65,0.5,"kafrul",1993,1,302630,30026
3161,NA,175.6192883,0,"gazipur sadar",2000,1,303330,30033
260,15000,250,0,"tejgaon",1985,1,302690,30026
3184,130000,658.5,0,"pallabi",2000,1,302664,30026
1254,30000,60,1,"pallabi",1991,1,302664,30026
479,40000,152.5,0,"narayanganj sadar",1987,1,306758,30067
1800,10200,110,1,"lalbagh",1994,1,302642,30026
2821,NA,126,1,"narayanganj sadar",1999,1,306758,30067
3133,85000,212.5,0,"kafrul",2000,1,302630,30026
2207,1e+05,376.5,0,"kafrul",1995,1,302630,30026
41,30000,148,0,"gulshan",1984,1,302626,30026
1033,36000,135.1192883,0,"kafrul",1992,1,302630,30026
2391,50000,190,0.5,"pallabi",1996,1,302664,30026
1423,120000,693,1,"narayanganj sadar",1993,1,306758,30067
2084,NA,224.4716134,0,"savar",1995,1,302672,30026
1873,45000,30,1,"mirpur",1994,1,302648,30026
2413,1350000,827.5,1,"tejgaon industrial area",1996,1,302692,30026
682,45625,145.5,1,"mirpur",1984,1,302648,30026
2371,84000,221,0,"gazipur sadar",1996,1,303330,30033
686,40000,67.5,0,"mohammadpur",1987,1,302650,30026
742,45000,100,0,"mohammadpur",1990,1,302650,30026
2532,40000,56,0.5,"narayanganj sadar",1997,1,306758,30067
1788,72000,220,0,"uttara, bimanbandar",1994,1,302695,30026
161,48000,169.5,0,"ramna",1984,1,302666,30026
786,48000,216.5,0,"uttara, bimanbandar",1997,1,302695,30026
2452,40000,186,0,"uttara, bimanbandar",1997,1,302695,30026
826,30000,205,0.5,"gulshan",1989,1,302626,30026
2111,360000,90,0,"kotwali",1995,1,201541,20015
2237,1e+05,475,1,"gazaria",1995,1,305924,30059
2132,3e+05,177,1,"narayanganj sadar",1995,1,306758,30067
3048,1e+05,610,1,"gazipur sadar",2000,1,303330,30033
999,90000,168,0,"gulshan",1992,1,302626,30026
609,2e+05,260.5,0,"adabor",1984,1,302602,30026
1884,180000,216,1,"pallabi",1994,1,302664,30026
2932,70000,275.5,0,"mirpur",1999,1,302648,30026
542,1e+05,126,0,"mirpur",1988,1,302648,30026
2481,75000,120,0,"narayanganj sadar",1997,1,306758,30067
415,50000,262,0,"narayanganj sadar",1985,1,306758,30067
2576,124800,247.5,0,"shahbag",1998,1,302675,30026
3113,25000,171.1192883,1,"gazipur sadar",2000,1,303330,30033
1065,30000,119,0,"gazipur sadar",1992,1,303330,30033
12,50000,210,0,"tejgaon",1985,1,302690,30026
748,35000,170,0,"tejgaon",1990,1,302690,30026
2528,3e+05,168,1,"narayanganj sadar",1997,1,306758,30067
1933,60000,290,1,"chandanaish",1994,1,201518,20015
1838,60000,250,1,"cantonment",1994,1,302608,30026
1727,58000,675,1,"savar",1993,1,302672,30026
1621,83000,173,0,"rampura",1993,1,302667,30026
1892,50000,140,0,"rampura",1994,1,302667,30026
1970,120000,300,0,"paltan",1994,1,302665,30026
1343,57200,93.5,0,"khilkhet",1992,1,302637,30026
2969,750000,453,0,"savar",1999,1,302672,30026
2518,50000,180,0,"badda",1997,1,302604,30026
1562,40000,115,0,"darus salam",1994,1,302611,30026
141,250000,470.5,0,"savar",1985,1,302672,30026
2918,50000,164.5,0,"mirpur",1999,1,302648,30026
2626,60000,230,1,"mirpur",1998,1,302648,30026
1572,78000,377.5,1,"mirpur",1993,1,302648,30026
2473,15000,50,0,"pallabi",1997,1,302664,30026
673,60000,285,0.5,"pallabi",1988,1,302664,30026
871,1e+05,330,0.5,"gulshan",1989,1,302626,30026
1896,2e+05,218.5,0,"savar",1994,1,302672,30026
570,60000,120,0.5,"tejgaon industrial area",1988,1,302692,30026
2264,60000,172,0.5,"tejgaon industrial area",1995,1,302692,30026
262,1e+05,219.5,0,"gazipur sadar",1984,1,303330,30033
2563,NA,184,0,"gulshan",1997,1,302626,30026
2960,25000,230,1,"rampura",1999,1,302667,30026
2620,6e+05,720,0,"pallabi",1998,1,302664,30026
1885,120000,281.5,0,"savar",1994,1,302672,30026
2728,40000,200,1,"uttara, bimanbandar",1998,1,302695,30026
1966,80000,665.5,1,"mirpur",1994,1,302648,30026
313,75000,300,0,"tejgaon industrial area",1985,1,302692,30026
2239,36000,190,1,"mohammadpur",1995,1,302650,30026
789,36000,92,0,"tejgaon industrial area",1991,1,302692,30026
3115,60000,226,0,"kafrul",2000,1,302630,30026
2186,40000,231,1,"narayanganj sadar",1995,1,306758,30067
2365,36000,75,0.5,"tejgaon industrial area",1996,1,302692,30026
1620,426000,97,1,"paltan",1993,1,302665,30026
1751,2e+05,220,1,"adabor",1993,1,302602,30026
945,48000,140,0,"mirpur",1989,1,302648,30026
144,108000,184.5,0,"narayanganj sadar",1984,1,306758,30067
562,24000,250,0,"mohammadpur",1985,1,302650,30026
261,60000,275,0,"kotwali",1984,1,201541,20015
1106,60000,250,0.5,"mohammadpur",1992,1,302650,30026
2485,120000,217,0,"narayanganj sadar",1997,1,306758,30067
737,90000,250,0,"mohammadpur",1989,1,302650,30026
705,40000,128,0,"rampura",1988,1,302667,30026
1021,20000,95,0.5,"pallabi",1990,1,302664,30026
2606,72000,200,0.5,"comilla sadar dakhin",1998,1,201933,20019
2348,1200000,185,0,"rampura",1996,1,302667,30026
1363,50000,195,0.5,"khilgaon",1993,1,302636,30026
420,35000,167.5,0.5,"kotwali-dhk",1987,1,302640,30026
2304,36000,117.5,0,"mohammadpur",1996,1,302650,30026
2935,350000,306,0,"tejgaon industrial area",1999,1,302692,30026
924,2800000,621,0.5,"pallabi",1991,1,302664,30026
759,NA,38,0.5,"pallabi",1989,1,302664,30026
886,90000,148.5,0.5,"mirpur",1991,1,302648,30026
2018,120000,125,1,"narayanganj sadar",1995,1,306758,30067
72,1e+05,177.5,0,"gazipur sadar",1985,1,303330,30033
2520,48000,193,0,"khilgaon",1997,1,302636,30026
1096,60000,201,0,"mohammadpur",1993,1,302650,30026
2735,25000,93,0,"tejgaon industrial area",1998,1,302692,30026
2289,36000,112,0.5,"mohammadpur",1996,1,302650,30026
2912,36000,360,1,"gazipur sadar",1999,1,303330,30033
1388,2e+05,1375,1,"sonargaon",1993,1,306704,30067
1693,45000,152.5,0,"pallabi",1993,1,302664,30026
265,72000,178,0,"tejgaon industrial area",1985,1,302692,30026
2057,1e+05,31,1,"narayanganj sadar",1995,1,306758,30067
2135,50000,125,1,"narayanganj sadar",1995,1,306758,30067
1372,65000,240,0,"rampura",1993,1,302667,30026
1088,80000,1008.5,1,"gazipur sadar",1992,1,303330,30033
1153,NA,224.4716134,0,"kafrul",1992,1,302630,30026
1384,60000,117,0,"tejgaon",1992,1,302690,30026
1993,150000,500,0.5,"kafrul",1995,1,302630,30026
767,170000,150,1,"gulshan",1989,1,302626,30026
1953,NA,201.8523251,0,"paltan",1994,1,302665,30026
2373,3e+05,266,1,"gazipur sadar",1996,1,303330,30033
2718,50000,160,0,"mirpur",1998,1,302648,30026
3120,1e+05,367,0,"gazipur sadar",2000,1,303330,30033
835,450000,293.5,1,"pallabi",1989,1,302664,30026
900,45000,155,0,"dhanmondi",1991,1,302616,30026
1588,115000,90,1,"gazipur sadar",1993,1,303330,30033
3098,1e+05,273,1,"gazipur sadar",2000,1,303330,30033
2242,50000,120,0,"turag",1995,1,302693,30026
151,150000,288,0.5,"kalabagan",1984,1,302633,30026
1638,60000,712.5,1,"new market",1992,1,302663,30026
2198,60000,245,0.5,"singair",1995,1,305682,30056
1260,NA,224.4716134,0.5,"kalabagan",1991,1,302633,30026
1090,45000,381,1,"gazipur sadar",1992,1,303330,30033
2508,60000,550,1,"narayanganj sadar",1997,1,306758,30067
1414,1e+05,180,0.5,"darus salam",1992,1,302611,30026
861,48000,156,0,"gulshan",1989,1,302626,30026
1596,56250,210,1,"narayanganj sadar",1993,1,306758,30067
2838,NA,88,0,"mirpur",2000,1,302648,30026
968,72000,146,0,"kafrul",1992,1,302630,30026
1421,150000,772,1,"tejgaon industrial area",1992,1,302692,30026
1871,32000,220,1,"uttara, bimanbandar",1994,1,302695,30026
245,20000,110,0.5,"shahbag",1986,1,302675,30026
1118,360000,160,0,"bangshal",1992,1,302605,30026
1184,320000,200,0.5,"mirpur",1991,1,302648,30026
2943,NA,42,0,"savar",1999,1,302672,30026
1891,50000,80,0,"savar",1994,1,302672,30026
436,30000,100.5,0.5,"tejgaon",1987,1,302690,30026
2060,160000,197.5,0,"khilgaon",1995,1,302636,30026
173,95000,218,0,"shahbag",1985,1,302675,30026
154,1e+05,210,0,"sher-e-bangla nagar",1984,1,302680,30026
761,146000,110,0,"khilgaon",1990,1,302636,30026
2386,NA,45,1,"narayanganj sadar",1996,1,306758,30067
2343,1e+05,67,1,"gazipur sadar",1996,1,303330,30033
915,75000,180,0.5,"gulshan",1989,1,302626,30026
2052,150000,97,1,"narayanganj sadar",1995,1,306758,30067
2345,132000,97.5,0.5,"mirpur",1996,1,302648,30026
2968,250000,774,1,"mirpur",1999,1,302648,30026
3166,250000,823,1,"mirpur",2000,1,302648,30026
1169,48000,111,0.5,"pallabi",1991,1,302664,30026
3094,NA,400,0,"savar",2000,1,302672,30026
2923,NA,140,0,"narayanganj sadar",1999,1,306758,30067
2854,25000,160,0,"gulshan",1998,1,302626,30026
867,52000,126.5,0,"ramna",1991,1,302666,30026
921,72000,175,0,"kafrul",1989,1,302630,30026
2669,73000,228,1,"gazaria",1998,1,305924,30059
444,15000,82,0,"ramna",1987,1,302666,30026
2948,126667,252.5,0,"mirpur",1999,1,302648,30026
2948,126667,252.5,0,"pallabi",2000,1,302664,30026
592,72000,166.5,0,"mohammadpur",1986,1,302650,30026
1141,NA,224.4716134,0,"mohammadpur",1992,1,302650,30026
2658,18000,38,1,"narayanganj sadar",1998,1,306758,30067
1645,48000,155,0,"kafrul",1993,1,302630,30026
2400,36000,185,1,"gazipur sadar",1996,1,303330,30033
1653,80000,115,1,"savar",1993,1,302672,30026
877,80000,131,0.5,"savar",1991,1,302672,30026
936,715000,84,1,"narayanganj sadar",1992,1,306758,30067
177,40000,166,0,"pallabi",1984,1,302664,30026
3020,143529,272.5,0,"savar",1999,1,302672,30026
2542,74750,192.5,0,"pallabi",1997,1,302664,30026
2605,40000,150,0,"nawabganj",1998,1,302662,30026
623,15000,169.5,1,"savar",1986,1,302672,30026
1935,20000,75,0.5,"khilgaon",1994,1,302636,30026
159,80000,150,0,"sher-e-bangla nagar",1985,1,302680,30026
3132,208000,112,1,"rupganj",2000,1,306768,30067
2177,85000,242.5,0,"mirpur",1995,1,302648,30026
2007,48000,100,0,"pallabi",1995,1,302664,30026
418,36000,100,0,"kafrul",1985,1,302630,30026
172,90000,201,0.5,"faridpur sadar",1986,1,302947,30029
1492,8000,14,0.5,"gulshan",1992,1,302626,30026
1248,48000,272,1,"mirpur",1994,1,302648,30026
2568,2e+05,726,0,"gazipur sadar",1997,1,303330,30033
1230,150000,670,1,"gazipur sadar",1991,1,303330,30033
3186,38000,157.5,0,"new market",2000,1,302663,30026
2006,2e+05,135,1,"narayanganj sadar",1995,1,306758,30067
449,84000,170,0.5,"new market",1985,1,302663,30026
947,84000,200,0,"new market",1992,1,302663,30026
904,36000,80,0,"mohammadpur",1991,1,302650,30026
2937,50000,125,0,"kafrul",1999,1,302630,30026
694,75000,70,1,"keraniganj",1988,1,302638,30026
1556,42000,531.5,1,"pallabi",1993,1,302664,30026
2193,24000,158,1,"kafrul",1995,1,302630,30026
719,48000,215,0,"darus salam",1989,1,302611,30026
2988,15000,148.5,0,"turag",1999,1,302693,30026
2551,30000,160,0,"gazipur sadar",1997,1,303330,30033
2662,70000,401.5,1,"rampura",1998,1,302667,30026
2309,75000,419,1,"rampura",1996,1,302667,30026
958,150000,835.5,1,"rampura",1992,1,302667,30026
63,50000,150,0.5,"motijheel",1985,1,302654,30026
2483,85000,158,0,"jatrabari",1997,1,302629,30026
506,40000,79,0,"gazipur sadar",1985,1,303330,30033
2359,1768000,259.5,1,"narayanganj sadar",1996,1,306758,30067
537,18000,124,0.5,"tejgaon industrial area",1987,1,302692,30026
1708,70000,120,0,"khilgaon",1994,1,302636,30026
2292,37000,84,0.5,"narayanganj sadar",1996,1,306758,30067
421,2e+05,625,0,"narayanganj sadar",1985,1,306758,30067
1344,120000,225,0.5,"kafrul",1991,1,302630,30026
1402,120000,89,1,"kafrul",1993,1,302630,30026
706,150000,300,0,"tejgaon",1988,1,302690,30026
736,180000,287.5,0,"tejgaon",1989,1,302690,30026
1123,30000,125,0,"sutrapur",1992,1,302688,30026
2645,NA,82,0,"sutrapur",1998,1,302688,30026
1419,42000,180,1,"lalbagh",1992,1,302642,30026
1634,60000,425,1,"tejgaon industrial area",1993,1,302692,30026
2684,NA,95,0,"mirpur",1998,1,302648,30026
2438,80000,127.5,0.5,"savar",1997,1,302672,30026
631,30000,52,0,"mirpur",1988,1,302648,30026
1720,36000,210,0,"demra",1994,1,302612,30026
1668,20000,118.6192883,1,"narayanganj sadar",1993,1,306758,30067
1864,60000,117.5,0.5,"motijheel",1995,1,302654,30026
2618,124000,165,0,"mirpur",1998,1,302648,30026
2109,150000,103.5,1,"narayanganj sadar",1995,1,306758,30067
3067,250000,417.6192883,0,"gazipur sadar",2000,1,303330,30033
2066,390000,158,1,"narayanganj sadar",1995,1,306758,30067
2961,NA,101,0,"uttara, bimanbandar",1999,1,302695,30026
1553,30000,75,1,"tejgaon",1993,1,302690,30026
2250,140000,26,1,"badda",1996,1,302604,30026
1432,468000,389,1,"sonargaon",1993,1,306704,30067
2646,25000,80,0,"tejgaon industrial area",1998,1,302692,30026
896,80000,160,1,"motijheel",1991,1,302654,30026
653,60000,176,0.5,"ramna",1988,1,302666,30026
608,96000,300,0,"pallabi",1986,1,302664,30026
3060,60000,156.5,0.5,"mirpur",2000,1,302648,30026
1776,60000,191.5,0,"sher-e-bangla nagar",1992,1,302680,30026
1212,72000,179.5,0,"gulshan",1992,1,302626,30026
1422,42000,130,0,"kafrul",1993,1,302630,30026
2274,1e+05,97,0.5,"uttara, bimanbandar",1996,1,302695,30026
174,60000,205,0,"mirpur",1985,1,302648,30026
1069,1e+05,76.5,0,"motijheel",1992,1,302654,30026
1579,70000,537.5,1,"rupganj",1993,1,306768,30067
657,NA,224.4716134,0,"kalabagan",1986,1,302633,30026
2678,144000,63.5,1,"narayanganj sadar",1998,1,306758,30067
1954,45000,350,1,"gazipur sadar",1994,1,303330,30033
1710,NA,250,1,"tejgaon industrial area",1994,1,302692,30026
2765,66000,335,1,"dhanmondi",1998,1,302616,30026
1368,26000,131,0,"kafrul",1993,1,302630,30026
1950,85000,500,1,"jatrabari",1994,1,302629,30026
2404,40000,125,0,"savar",1996,1,302672,30026
279,180000,595.5,0,"chak bazar",1985,1,302609,30026
1278,75000,182,0,"uttara, bimanbandar",1992,1,302695,30026
3175,NA,224.4716134,0.5,"kalabagan",2000,1,302633,30026
2625,3200000,178,0.5,"kalabagan",1998,1,302633,30026
515,50000,106,0.5,"mohammadpur",1987,1,302650,30026
1063,50000,90,0.5,"kalabagan",1990,1,302633,30026
1836,50000,102,0,"kafrul",1994,1,302630,30026
546,80000,187,0,"savar",1997,1,302672,30026
2148,366102,275,1,"singair",1995,1,305682,30056
1312,50000,290,0,"uttara, bimanbandar",1992,1,302695,30026
1218,36000,97.5,0,"sabujbagh",1992,1,302668,30026
2484,240000,349.5,1,"narayanganj sadar",1997,1,306758,30067
494,225000,184.5,0.5,"dhanmondi",1985,1,302616,30026
1315,76000,177.5,0,"mirpur",1992,1,302648,30026
540,40000,58,0.5,"tejgaon industrial area",1987,1,302692,30026
1127,1e+05,140,0.5,"narayanganj sadar",1992,1,306758,30067
2711,40000,200,0,"kadam tali",1997,1,302632,30026
1879,124800,197.5,0,"cantonment",1994,1,302608,30026
2275,1e+05,239,0,"gazipur sadar",1992,1,303330,30033
2509,438000,100,1,"bhaluka",1997,1,306113,30061
1730,108000,697.5,1,"mohammadpur",1994,1,302650,30026
2094,650000,348.5,0.5,"uttara, bimanbandar",1995,1,302695,30026
632,60000,180.5,0,"tejgaon industrial area",1986,1,302692,30026
303,60000,160,0,"khilgaon",1984,1,302636,30026
463,1e+05,152,0,"mohammadpur",1985,1,302650,30026
2925,NA,92,0,"tejgaon industrial area",1999,1,302692,30026
269,135000,212.5,0,"mirpur",1985,1,302648,30026
3168,45000,100,0,"pallabi",2000,1,302664,30026
954,50000,105,0,"gazipur sadar",1992,1,303330,30033
2504,2e+05,233,1,"gazipur sadar",1996,1,303330,30033
57,150000,412,0,"uttara, bimanbandar",1985,1,302695,30026
2301,30000,115,0,"gazipur sadar",1996,1,303330,30033
679,60000,191,0,"rampura",1987,1,302667,30026
3107,250000,164,0,"gulshan",2000,1,302626,30026
1482,NA,142.6192883,0,"gazipur sadar",1993,1,303330,30033
2822,60000,45,1,"narayanganj sadar",1998,1,306758,30067
2813,2e+05,55,1,"narayanganj sadar",1998,1,306758,30067
1036,40000,160,0.5,"rupsa",1990,1,404775,40047
53,30000,190,0,"tejgaon",1985,1,302690,30026
1241,90000,147,0,"gulshan",1992,1,302626,30026
404,20000,50,0,"ramna",1987,1,302666,30026
641,350000,562,1,"adabor",1986,1,302602,30026
1701,40000,210,1,"kafrul",1994,1,302630,30026
2685,80000,141.5,0,"kotwali",1998,1,201541,20015
3022,93000,209.6192883,0.5,"gulshan",1999,1,302626,30026
3023,2e+06,277.5,1,"kaliakair",1999,1,303332,30033
3197,540000,150,1,"narayanganj sadar",2000,1,306758,30067
1722,35000,230,0,"mirpur",1993,1,302648,30026
2320,45000,260,0,"mirpur",1995,1,302648,30026
1607,40000,226.5,0,"gulshan",1994,1,302626,30026
493,25000,80,0,"rampura",1985,1,302667,30026
176,60000,273.5,0,"gulshan",1985,1,302626,30026
2745,390000,558,0,"savar",1998,1,302672,30026
11,48000,178,0,"gulshan",1985,1,302626,30026
392,75000,200,0,"kafrul",1985,1,302630,30026
2641,60000,197,0,"pallabi",1998,1,302664,30026
3000,50000,156,0,"pallabi",1999,1,302664,30026
1327,48000,90,0,"sher-e-bangla nagar",1992,1,302680,30026
2797,NA,246,0,"gazipur sadar",1998,1,303330,30033
1105,140000,215,0,"savar",1992,1,302672,30026
1723,310000,163,1,"gazipur sadar",1994,1,303330,30033
1635,42000,126,0,"khilgaon",1993,1,302636,30026
1285,120000,171,0,"tejgaon industrial area",1992,1,302692,30026
868,134000,92,0.5,"kafrul",1989,1,302630,30026
1514,20000,150,0,"uttara, bimanbandar",1993,1,302695,30026
1724,40000,440,1,"kaliakair",1994,1,303332,30033
2959,60000,159.5,0,"uttara, bimanbandar",1999,1,302695,30026
3143,10000,224.4716134,0,"hazaribagh",2000,1,302628,30026
1450,90000,80,0,"mohammadpur",1993,1,302650,30026
2877,36000,95,0,"demra",1999,1,302612,30026
2916,60000,100,0,"adabor",1999,1,302602,30026
3116,120000,180,0,"kafrul",2000,1,302630,30026
1201,1e+05,387.5,0.5,"kafrul",1992,1,302630,30026
1571,60000,88,0,"gazipur sadar",1993,1,303330,30033
1582,70000,519.5,1,"tejgaon industrial area",1993,1,302692,30026
36,48000,260,0,"mohammadpur",1985,1,302650,30026
2636,50000,105,0,"mirpur",1998,1,302648,30026
2667,60000,140.5,0,"sabujbagh",1998,1,302668,30026
1194,1560000,250,1,"savar",1991,1,302672,30026
2512,36000,82,0,"gulshan",1997,1,302626,30026
2147,22000,100,1,"tejgaon industrial area",1995,1,302692,30026
1591,3e+05,446,1,"rupganj",1993,1,306768,30067
787,220000,189,1,"rupganj",1990,1,306768,30067
2362,240000,194.5,1,"rupganj",1996,1,306768,30067
2876,270000,258,1,"rupganj",1998,1,306768,30067
1537,36000,100,0,"rampura",1992,1,302667,30026
543,72000,229.5,0,"uttara, bimanbandar",1985,1,302695,30026
2972,144000,305.1192883,0,"uttara, bimanbandar",1999,1,302695,30026
2498,2e+05,65,1,"narayanganj sadar",1997,1,306758,30067
442,36000,245,0.5,"ramna",1985,1,302666,30026
2999,825000,98,1,"narayanganj sadar",1999,1,306758,30067
184,36000,140,0,"gulshan",1986,1,302626,30026
806,24000,49.5,0.5,"mirpur",1991,1,302648,30026
2525,138700,506,1,"badda",1997,1,302604,30026
1526,220000,452.5,0.5,"savar",1993,1,302672,30026
2493,36300,276,1,"badda",1997,1,302604,30026
2601,NA,59,0,"ramna",1997,1,302666,30026
3135,NA,100,0,"kafrul",2000,1,302630,30026
1759,80000,147.5,0,"darus salam",1994,1,302611,30026
2116,160000,193.5,1,"gazipur sadar",1995,1,303330,30033
2681,45000,292,1,"sreepur",1998,1,303386,30033
483,1e+05,150,0,"motijheel",1985,1,302654,30026
1308,60000,147,0,"shah ali",1992,1,302674,30026
2733,40000,104,0,"savar",1998,1,302672,30026
1032,80000,243,0,"savar",1992,1,302672,30026
2376,125000,201,0,"savar",1996,1,302672,30026
860,30000,202,1,"gazipur sadar",1991,1,303330,30033
59,30000,363,1,"gazipur sadar",1985,1,303330,30033
3009,520000,106,0,"pallabi",1999,1,302664,30026
91,60000,104,1,"tejgaon",1985,1,302690,30026
1804,30000,45,0,"gazipur sadar",1994,1,303330,30033
1735,15000,90,0,"badda",1993,1,302604,30026
46,1170000,150,0,"bangshal",1985,1,302605,30026
601,20800,212.5,0,"rampura",1985,1,302667,30026
541,120000,300,1,"tejgaon",1988,1,302690,30026
1209,90000,177.5,0,"narayanganj sadar",1992,1,306758,30067
185,50000,105,0,"narayanganj sadar",1986,1,306758,30067
2159,150000,144.5,1,"mirzapur",1995,1,309366,30093
192,1e+05,135,0,"gulshan",1986,1,302626,30026
636,70000,170,0.5,"tejgaon",1988,1,302690,30026
246,1e+05,267,1,"savar",1984,1,302672,30026
1047,1e+05,255,0,"uttara, bimanbandar",1994,1,302695,30026
810,20000,124.5,0,"paltan",1991,1,302665,30026
191,2e+05,725,0,"pallabi",1985,1,302664,30026
2834,35000,65.5,0,"mirpur",1999,1,302648,30026
620,80000,259,0,"mirpur",1986,1,302648,30026
1435,30000,73.5,0.5,"mirpur",1993,1,302648,30026
1386,48000,185,1,"pallabi",1993,1,302664,30026
249,25000,120,0,"narayanganj sadar",1985,1,306758,30067
3050,60000,156,0,"double mooring",1992,1,201528,20015
1534,48000,130,0,"gazipur sadar",1993,1,303330,30033
1387,97500,857,1,"mirpur",1993,1,302648,30026
3181,2e+05,232.6192883,0,"darus salam",2000,1,302611,30026
2683,250000,263.5,0.5,"narayanganj sadar",1998,1,306758,30067
193,30000,200,0,"paltan",1985,1,302665,30026
3148,130000,267.6192883,1,"gazipur sadar",2000,1,303330,30033
854,60000,278,0,"new market",1991,1,302663,30026
2996,2e+05,392.6192883,1,"gazipur sadar",1999,1,303330,30033
3218,NA,224.4716134,1,"narayanganj sadar",2000,1,306758,30067
2753,70000,175,0,"mohammadpur",1998,1,302650,30026
1406,24000,177.5,1,"kotwali",1992,1,201541,20015
1102,240000,183.5,0.5,"badda",1992,1,302604,30026
3206,2e+05,625,0,"savar",2000,1,302672,30026
434,36000,133.5,0,"ramna",1985,1,302666,30026
1999,75000,252.5,0.5,"gulshan",1995,1,302626,30026
1397,15000,75,0,"mirpur",1992,1,302648,30026
35,550000,829,0,"gazipur sadar",1985,1,303330,30033
1027,60000,79.5,1,"gazipur sadar",1992,1,303330,30033
206,72000,240,0.5,"mirpur",1985,1,302648,30026
2921,252000,240,0,"pallabi",1999,1,302664,30026
398,75000,173,0,"dhanmondi",1985,1,302616,30026
2893,83000,232.1192883,0.5,"pallabi",1999,1,302664,30026
496,50000,274,0,"sutrapur",1985,1,302688,30026
911,150000,149,0.5,"pallabi",1989,1,302664,30026
1428,30000,50,0,"mirpur",1993,1,302648,30026
196,96000,196,0,"motijheel",1983,1,302654,30026
2306,260000,142,0,"pallabi",1996,1,302664,30026
1658,50000,95,0,"mohammadpur",1993,1,302650,30026
2656,36000,115,0,"tejgaon industrial area",1998,1,302692,30026
829,60000,180,0,"rampura",1991,1,302667,30026
2108,1200000,61,0,"rampura",1995,1,302667,30026
1957,60000,281,0,"kafrul",1994,1,302630,30026
1810,60000,124,0,"pallabi",1994,1,302664,30026
2845,90000,64,0,"tejgaon industrial area",1998,1,302692,30026
914,10000,70,1,"pallabi",1991,1,302664,30026
1505,48000,140,0,"pallabi",1992,1,302664,30026
2149,353898,165,1,"savar",1995,1,302672,30026
734,40000,60,0.5,"pallabi",1988,1,302664,30026
2864,120000,48,0.5,"narayanganj sadar",1998,1,306758,30067
817,118000,148,0,"new market",1991,1,302663,30026
3105,60000,185,0,"uttara, bimanbandar",2000,1,302695,30026
1083,60000,163,0,"paltan",1992,1,302665,30026
731,30000,128.5,0,"tejgaon",1989,1,302690,30026
250,75000,225,0,"mirpur",1985,1,302648,30026
1801,70000,201.6192883,0,"mirpur",1994,1,302648,30026
2738,22500,220,1,"savar",1998,1,302672,30026
587,240000,754.5,0,"dakshinkhan",1986,1,302610,30026
255,16200,174,0,"uttara, bimanbandar",1986,1,302695,30026
