"bgmea_num","capacity","machine","fac_type","upazila","date_est","exist05","upaz2011","parent"
4835,250000,250,1,"gazipur sadar",2016,0,303330,30033
4344,1e+05,220,0,"gazipur sadar",2006,0,303330,30033
3262,40000,100,0,"gazipur sadar",2000,1,303330,30033
3702,1250000,552,1,"kaliakair",2003,1,303332,30033
4947,306000,313.4205827,1,"dakshinkhan",2009,0,302610,30026
3350,144000,171,0,"tejgaon",2001,1,302690,30026
3463,85000,140,0,"tejgaon",2001,1,302690,30026
3696,250000,441,1,"narayanganj sadar",2003,1,306758,30067
4465,60000,90,0,"gazipur sadar",2007,0,303330,30033
4527,3e+05,967,0.5,"gazipur sadar",2007,0,303330,30033
3673,58500,100,0.5,"dhamrai",2003,1,302614,30026
3373,90000,350,1,"gazipur sadar",2001,1,303330,30033
4226,210000,75,1,"gazipur sadar",2006,0,303330,30033
4144,1e+05,490,1,"gazipur sadar",2005,1,303330,30033
4777,130000,462,1,"gazipur sadar",2008,0,303330,30033
3302,144000,1662,1,"gazipur sadar",2001,1,303330,30033
4066,5e+05,1700,0,"gazipur sadar",2005,1,303330,30033
4889,90000,173,1,"turag",2009,0,302693,30026
3936,96750,450,1,"kaliakair",2004,1,303332,30033
4261,50000,177,0.5,"savar",2006,0,302672,30026
4791,1e+05,650,0,"gazipur sadar",2008,0,303330,30033
4916,1200000,952,1,"muradnagar",2009,0,NA,NA
3831,312000,287,0.5,"gazipur sadar",2004,1,303330,30033
3988,1e+05,268,1,"gazipur sadar",2004,1,303330,30033
4273,275000,940,0,"gazipur sadar",2006,0,303330,30033
4402,1e+05,100,1,"gazipur sadar",2007,0,303330,30033
4721,65000,1788,1,"kaliakair",2020,0,303332,30033
4311,115000,375,0,"savar",2006,0,302672,30026
4289,30000,120,0,"ramna",2006,0,302666,30026
3336,96000,550,0,"cantonment",2001,1,302608,30026
3425,875000,1000,1,"kaliakair",2001,1,303332,30033
4754,NA,140,1,"gulshan",2008,0,302626,30026
4059,40000,130,0,"sher-e-bangla nagar",2005,1,302680,30026
4494,1e+05,90,1,"cantonment",2007,0,302608,30026
3584,1500000,580,0.5,"gazipur sadar",2002,1,303330,30033
4744,1e+05,200,0,"sreepur",2008,0,303386,30033
4204,NA,600,1,"sreepur",2019,0,303386,30033
4077,167000,750,0,"savar",2005,1,302672,30026
3651,187000,127,0,"turag",2002,1,302693,30026
3836,50000,425,1,"savar",2004,1,302672,30026
4915,350000,120,0.5,"narayanganj sadar",2009,0,306758,30067
4189,275000,269,1,"araihazar",2006,0,NA,NA
4825,1236000,567,1,"dhamrai",2009,0,302614,30026
3820,55500,340,1,"savar",2018,0,302672,30026
3878,36000,180,0,"dhanmondi",2004,1,302616,30026
4409,2e+05,115,1,"gazipur sadar",2007,0,303330,30033
3771,NA,185,0,"kaliakair",2003,1,303332,30033
3322,83000,52,0,"tejgaon",2001,1,302690,30026
3592,20000,150,0,"sutrapur",2002,1,302688,30026
3314,155000,767,0,"uttara, bimanbandar",2001,1,302695,30026
4337,150000,84,0.5,"mirpur",2006,0,302648,30026
4723,150000,60,1,"kaliakair",2008,0,303332,30033
3807,NA,313.4205827,1,"bandar",2003,1,306706,30067
3281,264000,79,1,"pallabi",2001,1,302664,30026
4691,60000,86,1,"turag",2008,0,302693,30026
4718,37500,159,1,"savar",2008,0,302672,30026
3895,54000,150,0,"brahmanbaria sadar",2004,1,201213,20012
3279,120000,234,0,"sher-e-bangla nagar",2001,1,302680,30026
3722,70000,1112,1,"narayanganj sadar",2003,1,306758,30067
4000,120000,500,0.5,"bhaluka",2004,1,306113,30061
4215,125000,87,0,"cantonment",2006,0,302608,30026
3663,175000,970,1,"gazipur sadar",2003,1,303330,30033
4840,3e+05,600,1,"gazipur sadar",2009,0,303330,30033
4071,NA,90,1,"kaliakair",2005,1,303332,30033
3806,208000,101,1,"shah ali",2003,1,302674,30026
3717,50000,330,1,"savar",2003,1,302672,30026
4200,3e+05,350,0,"gazipur sadar",2006,0,303330,30033
4663,150000,500,0.5,"sreepur",2008,0,303386,30033
3809,250000,1500,1,"adabor",2003,1,302602,30026
4208,122400,300,1,"savar",2006,0,302672,30026
4581,130000,286,1,"kaliakair",2008,0,303332,30033
3732,465500,551,0.5,"kaliakair",2003,1,303332,30033
3628,NA,183,1,"kaliakair",2002,1,303332,30033
4331,250000,100,1,"savar",2006,0,302672,30026
4301,210000,133,1,"gazipur sadar",2006,0,303330,30033
4013,2e+05,1419,1,"savar",2004,1,302672,30026
4151,1e+06,565,1,"gazipur sadar",2005,1,303330,30033
4431,120000,360,1,"gazipur sadar",2007,0,303330,30033
3600,377,66000,1,"gazipur sadar",2002,1,303330,30033
3927,NA,313.4205827,1,"kaliakair",2004,1,303332,30033
4186,40000,150,1,"narayanganj sadar",2006,0,306758,30067
3864,80000,155,1,"darus salam",2004,1,302611,30026
3462,NA,94,0,"darus salam",2001,1,302611,30026
3987,NA,313.4205827,0.5,"savar",2004,1,302672,30026
4238,180000,47,0.5,"uttara, bimanbandar",2007,0,302695,30026
3902,NA,1300,1,"ramna",2004,1,302666,30026
4707,25000,1042,1,"gazipur sadar",2008,0,303330,30033
4297,9500,92,1,"mohammadpur",2006,0,302650,30026
3804,6e+05,1180,0,"gazipur sadar",2003,1,303330,30033
3745,1300000,570,0,"gazipur sadar",2003,1,303330,30033
4892,120000,654,0,"gazipur sadar",2009,0,303330,30033
4519,260000,197,1,"gazipur sadar",2007,0,303330,30033
4052,1e+06,465,1,"kaliakair",2005,1,303332,30033
3723,3e+05,460,1,"kaliakair",2003,1,303332,30033
3724,350000,779,0,"kaliakair",2003,1,303332,30033
4295,30000,245,0,"dakshinkhan",2006,0,302610,30026
3484,1e+05,600,0,"turag",2001,1,302693,30026
4254,170000,450,0,"gazipur sadar",2006,0,303330,30033
3256,1e+05,307,0,"gazipur sadar",2000,1,303330,30033
4210,260000,220,1,"gazipur sadar",2006,0,303330,30033
3877,90000,500,1,"gazipur sadar",2004,1,303330,30033
4716,1e+05,161,1,"demra",2008,0,302612,30026
4641,1e+06,421,1,"savar",2008,0,302672,30026
3841,95000,1351,1,"savar",2004,1,302672,30026
4119,225000,1200,0,"savar",2005,1,302672,30026
4472,1010000,1179,0.5,"kaliakair",2007,0,303332,30033
3248,60000,50,1,"kaliganj",2000,1,303334,30033
3456,490000,801,1,"keraniganj",2001,1,302638,30026
3664,NA,230,1,"kaliakair",2003,1,303332,30033
4620,54000,360,1,"savar",2008,0,302672,30026
4380,6e+05,666,1,"gazipur sadar",2007,0,303330,30033
4927,130000,73,1,"savar",2009,0,302672,30026
4828,NA,116,1,"kaliakair",2009,0,303332,30033
4873,30000,120,1,"gazipur sadar",2009,0,303330,30033
4702,3e+05,194,1,"savar",2008,0,302672,30026
4544,6e+05,221,0.5,"narayanganj sadar",2007,0,306758,30067
4158,160000,406,0,"cantonment",2005,1,302608,30026
3313,80000,197,0,"khilkhet",2001,1,302637,30026
3409,84000,501,1,"kadam tali",2001,1,302632,30026
4356,750000,1196,0,"kaliakair",2007,0,303332,30033
4451,30000,250,1,"gazipur sadar",2007,0,303330,30033
4652,104167,260,0,"gazipur sadar",2008,0,303330,30033
4355,130000,245,0,"tejgaon industrial area",2007,0,302692,30026
4609,260000,670,0,"kaliakair",2008,0,303332,30033
3929,1300000,574,1,"kaliakair",2005,1,303332,30033
4818,1250000,600,1,"kaliakair",2009,0,303332,30033
3786,175000,74,1,"turag",2003,1,302693,30026
3618,1e+05,800,1,"gazipur sadar",2002,1,303330,30033
3375,144000,120,0,"shah ali",2001,1,302674,30026
3995,NA,122,1,"narayanganj sadar",2004,1,306758,30067
4201,87000,460,1,"gazipur sadar",2006,0,303330,30033
4949,670000,136,0.5,"gazipur sadar",2009,0,303330,30033
3317,19700,135,0,"gazipur sadar",2001,1,303330,30033
4224,14000,187,0,"gulshan",2006,0,302626,30026
4272,250000,84,1,"gazipur sadar",2006,0,303330,30033
4213,NA,250,1,"kaliakair",2006,0,303332,30033
3944,50000,120,0,"turag",2004,1,302693,30026
3289,1080000,80,0.5,"dhanmondi",2001,1,302616,30026
3488,35000,357,1,"darus salam",2001,1,302611,30026
4264,65000,400,1,"gazipur sadar",2006,0,303330,30033
3481,90000,135,0,"turag",2001,1,302693,30026
4823,1500000,1050,1,"narayanganj sadar",2009,0,306758,30067
4466,NA,150,0.5,"gazipur sadar",2007,0,303330,30033
3417,96000,85,0,"mirpur",2001,1,302648,30026
4288,6e+06,1760,1,"kaliakair",2006,0,303332,30033
4556,1e+05,325,0,"kaliakair",2007,0,303332,30033
4632,50000,487,1,"gazipur sadar",2008,0,303330,30033
4700,150000,225,0.5,"kaliakair",2008,0,303332,30033
4437,290000,260,0,"savar",2007,0,302672,30026
3265,150000,1319,1,"turag",2000,1,302693,30026
3474,5e+05,255,1,"savar",2001,1,302672,30026
3886,NA,203,1,"uttar khan",2004,1,302696,30026
3741,5e+05,1244,1,"savar",2003,1,302672,30026
4325,144000,286,0,"gazipur sadar",2006,0,303330,30033
4741,120000,282,0,"gazipur sadar",2018,0,303330,30033
4800,1e+05,105,1,"kaliakair",2008,0,303332,30033
3832,80000,474,1,"khilkhet",2004,1,302637,30026
3347,5e+05,1040,0.5,"savar",2001,1,302672,30026
3292,NA,115,1,"narayanganj sadar",2001,1,306758,30067
4467,420000,182,1,"kaliakair",2007,0,303332,30033
4367,125000,320,0,"gulshan",2007,0,302626,30026
3990,3e+05,220,1,"savar",2005,1,302672,30026
4458,2e+05,154,0.5,"rupganj",2007,0,306768,30067
3578,1e+05,935,0,"gazipur sadar",2002,1,303330,30033
4729,25000,80,1,"savar",2008,0,302672,30026
4891,28000,160,1,"turag",2009,0,302693,30026
4152,96000,225,0,"savar",2005,1,302672,30026
3602,130000,350,0,"ramna",2002,1,302666,30026
3305,130000,350,0,"tejgaon",2001,1,302690,30026
3818,40000,300,1,"gazipur sadar",2003,1,303330,30033
4757,150000,100,1,"savar",2008,0,302672,30026
3872,NA,176,0,"gazipur sadar",2004,1,303330,30033
3865,150000,900,1,"turag",2004,1,302693,30026
4462,125000,150,1,"gazipur sadar",2007,0,303330,30033
3468,6e+05,171,1,"kaliakair",2001,1,303332,30033
4246,160000,874,1,"kaliakair",2006,0,303332,30033
3834,NA,400,1,"narayanganj sadar",2004,1,306758,30067
3455,NA,214,1,"gazipur sadar",2001,1,303330,30033
3329,40000,120,0.5,"sher-e-bangla nagar",2001,1,302680,30026
4319,55000,163,0.5,"kafrul",2006,0,302630,30026
3882,60000,275,1,"gazipur sadar",2004,1,303330,30033
4557,240000,318,1,"savar",2007,0,302672,30026
3698,132000,875,1,"savar",2003,1,302672,30026
4619,NA,313.4205827,1,"savar",2008,0,302672,30026
3301,90000,42,0.5,"ramna",2001,1,302666,30026
4532,2e+05,1300,1,"bhaluka",2007,0,306113,30061
4764,266880,173,0,"kaliakair",2008,0,303332,30033
4332,150000,314,0,"gazipur sadar",2006,0,303330,30033
4206,150000,125,1,"gazipur sadar",2006,0,303330,30033
4713,250000,184,1,"savar",2008,0,302672,30026
3838,50000,1050,0.5,"kaliakair",2004,1,303332,30033
3601,408000,500,0,"narayanganj sadar",2002,1,306758,30067
4082,30000,53,0,"gazipur sadar",2005,1,303330,30033
4357,90000,150,0,"gazipur sadar",2007,0,303330,30033
3524,60000,520,1,"kaliakair",2002,1,303332,30033
4211,6600000,283,1,"turag",2006,0,302693,30026
4393,110000,360,0,"gazipur sadar",2007,0,303330,30033
3629,NA,313.4205827,0.5,"khilgaon",2002,1,302636,30026
3636,58333,235,1,"narayanganj sadar",2002,1,306758,30067
3388,96000,184,0,"dakshinkhan",2001,1,302610,30026
4546,1300000,459,1,"gazipur sadar",2007,0,303330,30033
4184,270000,252,1,"savar",2006,0,302672,30026
4880,1300000,587,1,"gazipur sadar",2009,0,303330,30033
3753,NA,550,1,"savar",2003,1,302672,30026
3527,70000,157,0,"kadam tali",2002,1,302632,30026
3693,NA,259,1,"cantonment",2003,1,302608,30026
4507,150000,712,1,"gazipur sadar",2007,0,303330,30033
4599,166600,220,0,"savar",2008,0,302672,30026
3642,NA,687,1,"rupganj",2002,1,306768,30067
4136,30000,71,0,"savar",2005,1,302672,30026
3297,150000,408,0,"mirpur",2001,1,302648,30026
3914,36000,260,1,"gazipur sadar",2004,1,303330,30033
4133,60000,650,1,"kaliakair",2005,1,303332,30033
4141,7e+05,2117,0,"savar",2005,1,302672,30026
4695,468000,196,0.5,"gazipur sadar",2008,0,303330,30033
3290,12000,250,0.5,"savar",2001,1,302672,30026
3344,40000,200,0,"ramna",2001,1,302666,30026
4265,1300000,576,1,"sreepur",2018,0,303386,30033
3931,40000,218,1,"gazipur sadar",2004,1,303330,30033
4449,221000,240,0.5,"kaliakair",2007,0,303332,30033
3553,96000,167,0,"savar",2002,1,302672,30026
3423,90000,161,0,"tejgaon",2001,1,302690,30026
3668,75000,585,1,"gazipur sadar",2003,1,303330,30033
3700,NA,321,1,"pallabi",2003,1,302664,30026
4528,240000,192,0.5,"gazipur sadar",2007,0,303330,30033
3676,2650000,1300,1,"narayanganj sadar",2003,1,306758,30067
4099,72000,450,1,"gazipur sadar",2005,1,303330,30033
4098,120000,250,0,"gazipur sadar",2005,1,303330,30033
4084,72000,180,0,"sreepur",2004,1,303386,30033
3587,315000,89,0,"narayanganj sadar",2002,1,306758,30067
3482,60000,150,0,"cantonment",2001,1,302608,30026
3381,60000,215,0,"gazipur sadar",2001,1,303330,30033
3502,140000,500,0,"savar",2002,1,302672,30026
4469,90000,922,1,"gazipur sadar",2007,0,303330,30033
4914,7e+05,500,1,"narayanganj sadar",2009,0,306758,30067
3232,60000,312,0,"savar",2000,1,302672,30026
3633,120000,800,1,"uttara, bimanbandar",2002,1,302695,30026
3803,1e+05,200,0,"uttara, bimanbandar",2003,1,302695,30026
4734,2e+06,1863,1,"kaliakair",2008,0,303332,30033
3752,250000,100,1,"narayanganj sadar",2003,1,306758,30067
3509,NA,300,1,"narayanganj sadar",2002,1,306758,30067
3595,156000,211,1,"adabor",2002,1,302602,30026
4936,4e+05,167,1,"kaliakair",2009,0,303332,30033
4002,795000,620,1,"kaliakair",2004,1,303332,30033
4020,120000,605,1,"kaliakair",2005,1,303332,30033
4197,450000,752,0.5,"ghior",2006,0,NA,NA
3407,160000,157,1,"kaliakair",2001,1,303332,30033
4095,NA,170,1,"narayanganj sadar",2005,1,306758,30067
4950,225000,479,0.5,"gazipur sadar",2009,0,303330,30033
4686,1592000,439,0.5,"savar",2008,0,302672,30026
4147,4e+05,225,1,"gazipur sadar",2005,1,303330,30033
4924,150000,100,1,"savar",2009,0,302672,30026
4821,1100000,233,1,"gazipur sadar",2009,0,303330,30033
3424,215716,104,1,"kaliakair",2001,1,303332,30033
3577,36000,270,1,"gazipur sadar",2002,1,303330,30033
4831,150000,110,1,"shah ali",2009,0,302674,30026
3761,96000,500,1,"kaliakair",2003,1,303332,30033
4034,1e+05,280,0,"cantonment",2005,1,302608,30026
3770,NA,162,1,"kaliakair",2003,1,303332,30033
4378,45000,140,0,"gulshan",2007,0,302626,30026
4793,10000,280,1,"savar",2008,0,302672,30026
4542,96000,300,0,"khilkhet",2007,0,302637,30026
3962,1e+05,500,0,"uttara, bimanbandar",2004,1,302695,30026
3268,140000,275,0.5,"cantonment",2000,1,302608,30026
3930,62000,425,0,"gazipur sadar",2004,1,303330,30033
3558,1200000,910,1,"kaliakair",2002,1,303332,30033
3759,20000,211,1,"savar",2003,1,302672,30026
4275,70000,600,0,"gazipur sadar",2006,0,303330,30033
3666,82500,550,1,"kaliakair",2003,1,303332,30033
4751,60000,266,1,"gazipur sadar",2008,0,303330,30033
4087,360000,1000,0,"savar",2005,1,302672,30026
3453,50000,170,0,"savar",2001,1,302672,30026
4310,120000,97,0,"savar",2006,0,302672,30026
4502,140000,314,0,"savar",2007,0,302672,30026
3737,96000,339,1,"savar",2003,1,302672,30026
3868,175000,750,1,"cantonment",2004,1,302608,30026
4782,NA,426,1,"sreepur",2008,0,303386,30033
3546,7300000,519,1,"madhupur",2002,1,309357,30093
3812,8e+05,350,1,"uttara, bimanbandar",2003,1,302695,30026
4594,50000,350,1,"gazipur sadar",2008,0,303330,30033
3701,1e+05,560,1,"demra",2003,1,302612,30026
4537,2e+05,225,0,"gazipur sadar",2007,0,303330,30033
4760,4e+05,177,1,"uttara, bimanbandar",2008,0,302695,30026
3657,55000,137,0,"kadam tali",2003,1,302632,30026
4665,350000,178,1,"gazipur sadar",2008,0,303330,30033
3575,84000,350,1,"savar",2020,0,302672,30026
3427,60000,190,0,"kaliakair",2001,1,303332,30033
3437,208000,132,1,"narayanganj sadar",2001,1,306758,30067
4579,1e+05,210,0,"savar",2008,0,302672,30026
3679,140000,250,0,"dhamrai",2003,1,302614,30026
3383,456250,252,1,"mirzapur",2001,1,309366,30093
4486,75000,225,0,"mirpur",2007,0,302648,30026
3478,145600,800,1,"gazipur sadar",2001,1,303330,30033
4293,140000,160,1,"gazipur sadar",2006,0,303330,30033
4570,4e+05,650,1,"kaliakair",2007,0,303332,30033
3496,240000,425,0,"tejgaon",2001,1,302690,30026
3559,96000,85,0.5,"dakshinkhan",2002,1,302610,30026
3260,5e+05,500,1,"kaliakair",2000,1,303332,30033
3681,106800,691,1,"dakshinkhan",2003,1,302610,30026
4429,1e+05,85,1,"narayanganj sadar",2007,0,306758,30067
4535,50000,320,1,"savar",2007,0,302672,30026
3996,NA,90,0.5,"gazipur sadar",2004,1,303330,30033
4352,NA,196,1,"savar",2006,0,302672,30026
3993,320000,79,1,"savar",2004,1,302672,30026
4110,NA,210,1,"pallabi",2005,1,302664,30026
4867,6430000,1633,1,"savar",2009,0,302672,30026
4007,3e+05,500,1,"kaliakair",2020,0,303332,30033
4089,2e+05,1957,1,"comilla sadar dakhin",2017,0,201933,20019
3330,150000,130,1,"turag",2001,1,302693,30026
4068,68000,379,0,"gazipur sadar",2005,1,303330,30033
4761,1e+05,432,1,"sonagazi",2008,0,NA,NA
3847,450000,190,1,"pallabi",2004,1,302664,30026
3438,1e+05,600,1,"gazipur sadar",2001,1,303330,30033
4896,128000,675,1,"gazipur sadar",2009,0,303330,30033
3983,90000,173,0,"gazipur sadar",2004,1,303330,30033
4008,NA,325,0,"gazipur sadar",2004,1,303330,30033
3816,520000,400,1,"savar",2003,1,302672,30026
4879,50000,113,1,"narayanganj sadar",2009,0,306758,30067
4304,150000,160,1,"gazipur sadar",2006,0,303330,30033
4410,60000,125,0,"paltan",2007,0,302665,30026
3312,95000,230,0,"ramna",2001,1,302666,30026
3813,6e+05,923,1,"gazipur sadar",2003,1,303330,30033
4590,40000,340,1,"gazipur sadar",2007,0,303330,30033
3823,102000,251,0,"gazipur sadar",2003,1,303330,30033
3244,2e+05,308,0,"sonargaon",2000,1,306704,30067
3796,NA,313.4205827,0,"turag",2003,1,302693,30026
3574,3e+05,25224,1,"sonargaon",2002,1,306704,30067
4918,640000,580,0,"kaliakair",2009,0,303332,30033
4717,220000,650,1,"bhaluka",2008,0,306113,30061
4604,288000,96,0,"pallabi",2008,0,302664,30026
4679,60000,85,1,"uttara, bimanbandar",2008,0,302695,30026
4903,120000,69,1,"savar",2009,0,302672,30026
4036,60000,700,1,"kaliakair",2005,1,303332,30033
3328,1e+05,539,0,"mirpur",2001,1,302648,30026
4022,NA,192,0,"mirpur",2005,1,302648,30026
4146,166000,553,0,"cantonment",2005,1,302608,30026
3239,1e+05,67,1,"pallabi",2000,1,302664,30026
4895,12000,80,1,"gulshan",2009,0,302626,30026
4236,725000,405,1,"kaliakair",2006,0,303332,30033
4468,3e+05,104,1,"kaliakair",2007,0,303332,30033
3531,998500,900,1,"bhaluka",2002,1,306113,30061
3526,96000,100,1,"kaliakair",2002,1,303332,30033
3787,165000,550,1,"savar",2003,1,302672,30026
3946,48000,482,1,"darus salam",2004,1,302611,30026
3730,120000,400,1,"gazipur sadar",2003,1,303330,30033
4845,160000,110,1,"gazipur sadar",2009,0,303330,30033
4065,120000,1450,1,"sreepur",2005,1,303386,30033
4783,45000,304,1,"gazipur sadar",2008,0,303330,30033
4191,2e+05,205,0,"shah ali",2006,0,302674,30026
4832,48000,224,0,"turag",2009,0,302693,30026
4710,5e+05,133,0,"shah ali",2008,0,302674,30026
3850,625000,450,1,"narayanganj sadar",2004,1,306758,30067
4182,196000,750,0,"gazipur sadar",2006,0,303330,30033
3308,28000,310,0,"darus salam",2001,1,302611,30026
3391,30000,200,0,"new market",2001,1,302663,30026
3327,25000,350,1,"ramna",2001,1,302666,30026
3221,60000,172,0,"gazipur sadar",2000,1,303330,30033
4799,170000,319,0,"gazipur sadar",2008,0,303330,30033
4118,60000,166,0,"savar",2005,1,302672,30026
4955,1500000,390,0,"gazipur sadar",2018,0,303330,30033
3905,72000,161,0,"gazipur sadar",2018,0,303330,30033
4314,280000,1043,0,"gazipur sadar",2006,0,303330,30033
3444,150000,85,1,"kaliakair",2001,1,303332,30033
3404,80000,280,0,"darus salam",2001,1,302611,30026
4385,120000,337,0,"rupganj",2007,0,306768,30067
4338,55500,128,0.5,"gazipur sadar",2006,0,303330,30033
3733,45000,260,1,"ramna",2003,1,302666,30026
4602,210000,92,1,"sutrapur",2020,0,302688,30026
3705,90000,400,0.5,"mirpur",2019,0,302648,30026
4633,270000,205,0.5,"savar",2008,0,302672,30026
4094,90000,276,0,"gazipur sadar",2005,1,303330,30033
3863,1e+05,234,0,"gazipur sadar",2004,1,303330,30033
3490,470000,5659,1,"narayanganj sadar",2001,1,306758,30067
4874,36000,145,1,"savar",2009,0,302672,30026
3999,192000,468,0,"gazipur sadar",2004,1,303330,30033
4202,210000,260,0,"cantonment",2006,0,302608,30026
4662,2e+05,340,0,"narayanganj sadar",2008,0,306758,30067
3934,29167,230,1,"gazipur sadar",2004,1,303330,30033
3942,24000,348,1,"gazipur sadar",2004,1,303330,30033
4539,52000,285,0.5,"sher-e-bangla nagar",2007,0,302680,30026
4242,1e+05,140,0,"rupganj",2006,0,306768,30067
3508,8000,73,0,"ramna",2002,1,302666,30026
4266,240000,127,1,"gazipur sadar",2006,0,303330,30033
4243,40000,419,1,"gazipur sadar",2006,0,303330,30033
3399,26000,150,1,"kadam tali",2001,1,302632,30026
3683,NA,250,1,"gazipur sadar",2003,1,303330,30033
4647,50000,302,1,"savar",2008,0,302672,30026
4571,250000,180,1,"cantonment",2008,0,302608,30026
4139,110000,250,1,"shah ali",2005,1,302674,30026
3734,350000,350,1,"kaliakair",2003,1,303332,30033
3735,7e+05,390,1,"kaliakair",2003,1,303332,30033
3980,90000,490,1,"gazipur sadar",2004,1,303330,30033
4171,45000,356,1,"kaliakair",2005,1,303332,30033
4218,125000,216,0,"gazipur sadar",2006,0,303330,30033
4837,5e+05,303,0,"savar",2009,0,302672,30026
3385,6e+05,442,1,"savar",2001,1,302672,30026
4960,120000,407,0,"gazipur sadar",2009,0,303330,30033
3694,60000,140,0,"gazipur sadar",2003,1,303330,30033
3819,115200,1101,1,"kaliakair",2003,1,303332,30033
4124,2e+05,360,0,"gazipur sadar",2005,1,303330,30033
4739,80000,1250,1,"gazipur sadar",2008,0,303330,30033
3240,30000,120,0,"mirpur",2000,1,302648,30026
4737,616000,220,1,"kaliakair",2008,0,303332,30033
3928,NA,300,1,"shah ali",2004,1,302674,30026
3750,NA,340,1,"savar",2003,1,302672,30026
4302,5e+05,401,1,"gazipur sadar",2007,0,303330,30033
4081,450000,194,1,"savar",2005,1,302672,30026
3520,240000,140,1,"savar",2002,1,302672,30026
4705,130000,113,1,"savar",2008,0,302672,30026
3421,160000,355,0,"gazipur sadar",2001,1,303330,30033
4621,NA,450,0,"pallabi",2008,0,302664,30026
3432,2e+05,1064,1,"gazipur sadar",2001,1,303330,30033
3845,1100000,1107,1,"sreepur",2004,1,303386,30033
3896,156000,447,0,"sher-e-bangla nagar",2004,1,302680,30026
4417,150000,126,1,"gazipur sadar",2007,0,303330,30033
3296,NA,313.4205827,0,"shah ali",2001,1,302674,30026
3555,124800,275,0,"sutrapur",2002,1,302688,30026
4231,6e+05,390,0.5,"shah ali",2006,0,302674,30026
4399,96000,300,0,"shah ali",2007,0,302674,30026
3718,90000,190,0,"darus salam",2003,1,302611,30026
3274,78000,110,0,"shah ali",2000,1,302674,30026
4100,4e+05,649,0,"shah ali",2005,1,302674,30026
4629,510000,185,1,"kaliakair",2008,0,303332,30033
4687,6e+05,250,1,"saturia",2008,0,NA,NA
3992,NA,132,0.5,"kaliakair",2004,1,303332,30033
3742,90000,550,1,"keraniganj",2003,1,302638,30026
4768,180000,237,1,"narayanganj sadar",2008,0,306758,30067
4454,156000,77,1,"kaliakair",2007,0,303332,30033
3697,NA,313.4205827,1,"rupganj",2003,1,306768,30067
4698,30000,400,1,"gazipur sadar",2008,0,303330,30033
4459,75000,245,0.5,"dakshinkhan",2007,0,302610,30026
3529,1e+05,300,1,"gazipur sadar",2002,1,303330,30033
4885,120000,250,1,"gazipur sadar",2009,0,303330,30033
4227,67000,138,0,"dakshinkhan",2006,0,302610,30026
3445,260000,135,0.5,"kaliakair",2001,1,303332,30033
4942,60000,265,1,"gazipur sadar",2009,0,303330,30033
4593,5e+05,325,0.5,"gazipur sadar",2007,0,303330,30033
4055,NA,350,1,"ramna",2005,1,302666,30026
4408,2e+05,120,1,"kaliakair",2006,0,303332,30033
4285,135000,700,1,"narayanganj sadar",2007,0,306758,30067
3605,33600,153,1,"ramna",2002,1,302666,30026
4575,2e+05,153,1,"darus salam",2008,0,302611,30026
3580,150000,1178,1,"savar",2002,1,302672,30026
3652,75000,600,1,"savar",2002,1,302672,30026
3801,160000,595,0,"sonargaon",2003,1,306704,30067
4742,NA,98,1,"gazipur sadar",2008,0,303330,30033
3415,1e+05,68,0,"ramna",2001,1,302666,30026
4010,55000,197,0,"gazipur sadar",2004,1,303330,30033
3941,75000,450,1,"gazipur sadar",2004,1,303330,30033
4109,NA,250,0,"savar",2005,1,302672,30026
4086,1e+05,720,1,"savar",2005,1,302672,30026
3499,62500,228,0,"shah ali",2001,1,302674,30026
4919,40000,250,1,"kaliakair",2009,0,303332,30033
3703,30000,82,0,"tejgaon",2020,0,302690,30026
3517,4e+05,363,1,"kaliakair",2002,1,303332,30033
4414,1e+05,510,1,"savar",2007,0,302672,30026
4323,50000,80,1,"gazipur sadar",2006,0,303330,30033
3669,36000,208,0,"kadam tali",2003,1,302632,30026
3784,72000,188,0,"darus salam",2003,1,302611,30026
4689,2e+06,260,1,"gazipur sadar",2008,0,303330,30033
3880,50000,350,1,"gazipur sadar",2004,1,303330,30033
4923,70000,700,1,"gazipur sadar",2009,0,303330,30033
3984,1e+05,232,0,"gulshan",2004,1,302626,30026
4368,NA,120,0,"sadarpur",2007,0,NA,NA
3815,150000,600,1,"gazipur sadar",2003,1,303330,30033
4005,150000,351,0,"savar",2004,1,302672,30026
3222,150000,475,0,"kadam tali",2000,1,302632,30026
3985,NA,60,0,"kaliakair",2004,1,303332,30033
4547,2e+06,305,0.5,"gazipur sadar",2007,0,303330,30033
4198,144000,250,0,"savar",2006,0,302672,30026
3561,75000,285,0,"kaliakair",2002,1,303332,30033
4898,450000,316,0.5,"savar",2009,0,302672,30026
3684,145850,791,1,"gazipur sadar",2003,1,303330,30033
3571,208000,1190,1,"savar",2002,1,302672,30026
3889,510000,1025,1,"savar",2004,1,302672,30026
4582,NA,120,1,"narayanganj sadar",2007,0,306758,30067
3457,650000,131,1,"mirpur",2001,1,302648,30026
4703,167000,99,1,"gazipur sadar",2008,0,303330,30033
4817,310000,913,0,"gazipur sadar",2008,0,303330,30033
4014,120000,500,1,"savar",2004,1,302672,30026
3435,41600,195,0,"gazipur sadar",2001,1,303330,30033
4483,25000,98,0,"dakshinkhan",2007,0,302610,30026
3920,60000,300,1,"kaliakair",2004,1,303332,30033
