"bgmea_num","capacity","machine","fac_type","upazila","date_est","exist91","exist01","upaz2011","parent"
2507,"100000",94,1,"kaliakair",1997,0,1,303332,30033
2533,"325000",550,1,"savar",1997,0,1,302672,30026
3043,"x",170,0,"savar",1999,0,1,302672,30026
2716,"30000",150,1,"savar",1998,0,1,302672,30026
293,"84000",40,1,"gendaria",1985,1,1,302624,30026
1805,"25000",62,0,"gazipur sadar",1994,0,1,303330,30033
951,"87000",350,0,"gazipur sadar",1992,0,1,303330,30033
568,"104000",348,0,"gazipur sadar",1985,1,1,303330,30033
2764,"36000",56,0,"paltan",1998,0,1,302665,30026
2963,"x",100,1,"ramna",1999,0,1,302666,30026
1111,"30000",310,0,"bayejid bostami",1992,0,1,201506,20015
2178,"25000",255,1,"chandgaon",1995,0,1,201519,20015
3142,"42000",58,0,"rampura",2000,0,1,302667,30026
1321,"45000",125,0,"kotwali",1992,0,1,201541,20015
2330,"x",185.2385766,0,"narayanganj sadar",1996,0,1,306758,30067
2548,"60000",250,0.5,"double mooring",1997,0,1,201528,20015
2073,"36000",116,1,"double mooring",1994,0,1,201528,20015
2875,"x",252,0,"savar",1999,0,1,302672,30026
2795,"40000",220,0,"tangail sadar",1999,0,1,309395,30093
117,"40000",156,0,"tangail sadar",1984,1,1,309395,30093
158,"40000",160,0,"gazipur sadar",1985,1,1,303330,30033
1003,"240670",194,1,"tejgaon",1992,0,1,302690,30026
1542,"131040",150,0,"gulshan",1993,0,1,302626,30026
2303,"100000",150,0,"adabor",1996,0,1,302602,30026
2213,"45000",264,1,"savar",1995,0,1,302672,30026
501,"35100",160,0,"gazipur sadar",1985,1,1,303330,30033
1222,"60000",250,0,"tejgaon industrial area",1992,0,1,302692,30026
971,"480000",100,0.5,"kotwali",1991,1,1,201541,20015
2001,"120000",210,0.5,"double mooring",1995,0,1,201528,20015
1142,"x",185.2385766,0,"kafrul",1992,0,1,302630,30026
2185,"x",185.2385766,0,"kafrul",1992,0,1,302630,30026
626,"150000",65,0,"new market",1986,1,1,302663,30026
2679,"36000",140,0,"double mooring",1998,0,1,201528,20015
3165,"x",25,0,"narayanganj sadar",2000,0,1,306758,30067
1417,"60000",200,0,"double mooring",1993,0,1,201528,20015
816,"40000",40,0,"narayanganj sadar",1991,1,1,306758,30067
521,"80000",192,0,"gazipur sadar",1985,1,1,303330,30033
2981,"60000",274,1,"gazipur sadar",1999,0,1,303330,30033
2926,"43000",133,0,"double mooring",1999,0,1,201528,20015
1114,"48000",148,0,"double mooring",1992,0,1,201528,20015
1830,"120000",120,1,"savar",1994,0,1,302672,30026
2557,"40000",217,0,"khilgaon",1997,0,1,302636,30026
1644,"120000",575,1,"gazipur sadar",1993,0,1,303330,30033
1845,"10000",70,0,"panchlaish",1994,0,1,201557,20015
2919,"60000",83,0,"chandgaon",1998,0,1,201519,20015
430,"62500",145,0,"rampura",1985,1,1,302667,30026
875,"16800",170,0,"paltan",1991,1,1,302665,30026
345,"200000",350,0,"panchlaish",1984,1,1,201557,20015
2379,"x",50,0,"gazipur sadar",1996,0,1,303330,30033
2901,"270000",141,0,"rampura",1998,0,1,302667,30026
672,"100000",136,0,"gazipur sadar",1987,1,1,303330,30033
2397,"100000",180,0,"sonargaon",1996,0,1,306704,30067
2906,"60000",160,1,"narayanganj sadar",1999,0,1,306758,30067
120,"100000",235,0,"rampura",1985,1,1,302667,30026
2424,"x",109,0,"gazipur sadar",1996,0,1,303330,30033
2732,"50000",105,0,"sabujbagh",1998,0,1,302668,30026
2874,"50000",250,0,"paltan",1999,0,1,302665,30026
1089,"10000",534,1,"gazipur sadar",1992,0,1,303330,30033
2886,"100000",400,1,"gazipur sadar",1999,0,1,303330,30033
202,"20000",105,0,"gulshan",1985,1,1,302626,30026
433,"102000",255,0,"gulshan",1985,1,1,302626,30026
1382,"840000",155,1,"badda",1993,0,1,302604,30026
240,"96000",170,0,"rampura",1985,1,1,302667,30026
2706,"50000",200,1,"double mooring",1998,0,1,201528,20015
2581,"72000",500,1,"gazipur sadar",1998,0,1,303330,30033
2474,"70000",126,0,"rampura",1997,0,1,302667,30026
441,"45000",117,0,"rampura",1985,1,1,302667,30026
1280,"360000",50,1,"double mooring",1993,0,1,201528,20015
3086,"x",199,0,"pallabi",2000,0,1,302664,30026
45,"150000",395,0,"pallabi",1985,1,1,302664,30026
1258,"100000",161,0,"kotwali",1992,0,1,201541,20015
1257,"30000",200,0,"pallabi",1992,0,1,302664,30026
2888,"x",91,1,"bayejid bostami",1996,0,1,201506,20015
323,"96000",236,0,"gazipur sadar",1985,1,1,303330,30033
1048,"30000",185,0,"khilgaon",1992,0,1,302636,30026
602,"60000",112,0,"uttara, bimanbandar",1986,1,1,302695,30026
1715,"84000",172,0,"pallabi",1994,0,1,302664,30026
1758,"17000",155,0,"ramna",1994,0,1,302666,30026
966,"66000",100,0,"adabor",1992,0,1,302602,30026
1057,"50000",140,0,"tejgaon industrial area",1992,0,1,302692,30026
2459,"48000",97,0,"pallabi",1997,0,1,302664,30026
1461,"75000",155,0,"mirpur",1993,0,1,302648,30026
1984,"100000",165,0,"rampura",1984,1,1,302667,30026
993,"200000",376,0,"savar",1992,0,1,302672,30026
2749,"60000",242,0,"gazipur sadar",1998,0,1,303330,30033
2106,"48000",300,0,"panchlaish",1996,0,1,201557,20015
3150,"x",40,0,"savar",2000,0,1,302672,30026
3061,"x",50,1,"narayanganj sadar",2000,0,1,306758,30067
2161,"80000",320,1,"ramna",1995,0,1,302666,30026
2714,"40000",80,0.5,"pahartali",1998,0,1,201555,20015
1943,"50000",130,0,"uttara, bimanbandar",1994,0,1,302695,30026
703,"36000",90,0.5,"dhanmondi",1988,1,1,302616,30026
223,"50000",120,0,"mohammadpur",1985,1,1,302650,30026
1328,"75000",170,0,"kafrul",1992,0,1,302630,30026
717,"120000",116,1,"mohammadpur",1989,1,1,302650,30026
2449,"x",185.2385766,1,"sonargaon",1997,0,1,306704,30067
1240,"60000",100,0,"rampura",1992,0,1,302667,30026
1630,"68880",205,1,"pallabi",1993,0,1,302664,30026
953,"150000",217,0,"narayanganj sadar",1992,0,1,306758,30067
2594,"72000",478,1,"gazipur sadar",1998,0,1,303330,30033
1875,"30000",150,0,"double mooring",1994,0,1,201528,20015
836,"x",185.2385766,0,"pallabi",1991,1,1,302664,30026
1986,"42000",71,0,"rampura",1995,0,1,302667,30026
2235,"85000",190,0,"bayejid bostami",1995,0,1,201506,20015
2702,"x",185.2385766,1,"ramna",1998,0,1,302666,30026
1501,"48000",170,1,"pahartali",1993,0,1,201555,20015
1863,"42000",247,1,"gazipur sadar",1994,0,1,303330,30033
1544,"30000",65,0,"tejgaon",1993,0,1,302690,30026
3130,"24000",117,0,"double mooring",2000,0,1,201528,20015
2734,"120335",117,1,"tejgaon",1998,0,1,302690,30026
2416,"35000",255,0,"pahartali",1996,0,1,201555,20015
938,"28000",65,0,"kafrul",1992,0,1,302630,30026
2805,"75000",96,0.5,"double mooring",1998,0,1,201528,20015
2703,"36000",210,1,"pallabi",1998,0,1,302664,30026
2252,"36000",110,0,"patenga",1995,0,1,201565,20015
3045,"78000",138,0,"kafrul",2000,0,1,302630,30026
2670,"x",185.2385766,1,"savar",1998,0,1,302672,30026
1901,"30000",60,0,"ramna",1994,0,1,302666,30026
1456,"100000",95,1,"sreepur",1993,0,1,303386,30033
1520,"120000",250,0.5,"new market",1993,0,1,302663,30026
2529,"60000",78,0,"tejgaon",1997,0,1,302690,30026
1324,"600000",68,1,"panchlaish",1992,0,1,201557,20015
2634,"340000",129,0.5,"kotwali",1998,0,1,201541,20015
3198,"x",34,1,"gazipur sadar",2000,0,1,303330,30033
1832,"48000",141,0.5,"double mooring",1994,0,1,201528,20015
2407,"35100",160,0,"gazipur sadar",1996,0,1,303330,30033
1298,"30000",90,0,"gulshan",1992,0,1,302626,30026
1945,"257000",290,0,"savar",1994,0,1,302672,30026
727,"32400",150,0,"gazipur sadar",1989,1,1,303330,30033
1833,"45000",119,0.5,"pallabi",1994,0,1,302664,30026
1341,"72000",124,0,"paltan",1992,0,1,302665,30026
411,"60000",150,0.5,"mohammadpur",1984,1,1,302650,30026
2564,"22400",104,0,"gazipur sadar",1997,0,1,303330,30033
547,"120000",183,0,"ramna",1985,1,1,302666,30026
2222,"x",185.2385766,1,"narayanganj sadar",1995,0,1,306758,30067
287,"80000",164,0,"gulshan",1985,1,1,302626,30026
2521,"250000",115,1,"narayanganj sadar",1997,0,1,306758,30067
1287,"60000",120,0,"jatrabari",1992,0,1,302629,30026
1664,"50000",164,0,"pallabi",1993,0,1,302664,30026
1206,"94000",240,0,"kotwali",1992,0,1,201541,20015
2744,"40000",118,0,"kotwali",1998,0,1,201541,20015
2803,"52000",85,0,"bangshal",1998,0,1,302605,30026
802,"50000",98,0,"panchlaish",1991,1,1,201557,20015
1652,"48000",120,0,"pahartali",1994,0,1,201555,20015
1332,"192000",125,1,"jatrabari",1992,0,1,302629,30026
2353,"75000",315,1,"mirpur",1996,0,1,302648,30026
1282,"33000",110,0,"double mooring",1992,0,1,201528,20015
1605,"x",185.2385766,0,"rampura",1993,0,1,302667,30026
1513,"60000",190,0,"savar",1993,0,1,302672,30026
2126,"72000",151,0,"gulshan",1995,0,1,302626,30026
2965,"x",183,0,"kafrul",1999,0,1,302630,30026
901,"150000",100,1,"mirpur",1991,1,1,302648,30026
1329,"60000",150,0,"gazipur sadar",1992,0,1,303330,30033
2545,"24000",72,0,"gazipur sadar",1997,0,1,303330,30033
1532,"12000",40,0,"adabor",1993,0,1,302602,30026
1691,"72000",325,1,"tejgaon industrial area",1993,0,1,302692,30026
204,"100000",810,0,"gazipur sadar",1985,1,1,303330,30033
2947,"65000",200,0.5,"panchlaish",1999,0,1,201557,20015
1281,"41000",210,0,"dhanmondi",1992,0,1,302616,30026
1100,"x",185.2385766,0,"kafrul",1992,0,1,302630,30026
2643,"96000",319,0,"savar",1998,0,1,302672,30026
1963,"90000",60,0,"mohammadpur",1994,0,1,302650,30026
2723,"65000",460,0,"mohammadpur",1998,0,1,302650,30026
695,"24000",104,0,"chandgaon",1987,1,1,201519,20015
2233,"48000",120,0,"double mooring",1995,0,1,201528,20015
379,"72000",280,0,"double mooring",1985,1,1,201528,20015
975,"117600",141,0,"dhanmondi",1992,0,1,302616,30026
830,"24000",125,0,"rampura",1991,1,1,302667,30026
2747,"60000",116,1,"savar",1998,0,1,302672,30026
2880,"40000",72,1,"savar",1999,0,1,302672,30026
2151,"30000",90,1,"savar",1995,0,1,302672,30026
2894,"90000",560,1,"motijheel",1999,0,1,302654,30026
3055,"91000",60,1,"kafrul",2000,0,1,302630,30026
2725,"60000",150,0.5,"panchlaish",1998,0,1,201557,20015
1180,"60000",138,0,"kafrul",1992,0,1,302630,30026
282,"40000",219,1,"mirpur",1985,1,1,302648,30026
508,"48000",134,0,"gulshan",1985,1,1,302626,30026
125,"72000",200,0,"mirpur",1984,1,1,302648,30026
390,"60000",113,0,"tejgaon",1985,1,1,302690,30026
535,"60000",220,0,"rampura",1986,1,1,302667,30026
486,"72000",104,0,"darus salam",1985,1,1,302611,30026
1369,"60000",178,0,"gazipur sadar",1993,0,1,303330,30033
2622,"240000",83,1,"kaliakair",1998,0,1,303332,30033
224,"174900",175,1,"gazipur sadar",1985,1,1,303330,30033
1512,"54000",201,0,"savar",1982,1,1,302672,30026
1711,"40000",245,1,"double mooring",1994,0,1,201528,20015
1503,"42000",153,0,"chandgaon",1993,0,1,201519,20015
516,"85000",214,0,"savar",1985,1,1,302672,30026
327,"72000",314,0,"chandgaon",1983,1,1,201519,20015
2603,"x",185.2385766,0,"savar",1998,0,1,302672,30026
2903,"2500",330,1,"kotwali",1999,0,1,201541,20015
1183,"80000",90,0,"mirpur",1992,0,1,302648,30026
2665,"x",70,0,"tejgaon industrial area",1998,0,1,302692,30026
456,"56000",153,0,"patenga",1985,1,1,201565,20015
1166,"25000",120,0,"mirpur",1992,0,1,302648,30026
1277,"60000",110,0,"sher-e-bangla nagar",1992,0,1,302680,30026
3040,"80500",49,0.5,"bakalia",1999,0,1,201510,20015
987,"90000",200,0,"bakalia",1992,0,1,201510,20015
887,"27000",115,0,"mirpur",1991,1,1,302648,30026
1026,"120000",130,0,"mohammadpur",1992,0,1,302650,30026
2938,"x",139,1,"savar",1999,0,1,302672,30026
1516,"540000",150,0,"narayanganj sadar",1993,0,1,306758,30067
1936,"36000",136,0,"shyampur",1994,0,1,302676,30026
647,"35000",60,0,"kotwali",1986,1,1,201541,20015
3021,"96000",142,0.5,"panchlaish",2000,0,1,201557,20015
1052,"90000",250,1,"rampura",1992,0,1,302667,30026
2630,"160000",63,1,"pallabi",1998,0,1,302664,30026
771,"160000",63,1,"pallabi",1990,1,1,302664,30026
2158,"200000",145,1,"narayanganj sadar",1995,0,1,306758,30067
1703,"250000",170,1,"gazipur sadar",1994,0,1,303330,30033
1524,"48000",120,1,"halishahar",1993,0,1,201535,20015
134,"60000",115,0,"new market",1985,1,1,302663,30026
3114,"48000",287,1,"kafrul",2000,0,1,302630,30026
1675,"30000",121,0,"halishahar",1993,0,1,201535,20015
1310,"30000",168,0,"double mooring",1992,0,1,201528,20015
2443,"350000",114,1,"kaliakair",1993,0,1,303332,30033
1633,"12000",99,0,"kafrul",1993,0,1,302630,30026
2825,"x",65,0,"kafrul",1993,0,1,302630,30026
2350,"8500",290,1,"kaliakair",1996,0,1,303332,30033
2506,"84000",350,1,"savar",1997,0,1,302672,30026
1659,"75000",117,0,"kotwali",1984,1,1,201541,20015
2951,"150000",90,1,"turag",1999,0,1,302693,30026
1808,"208000",104,1,"bandar",1994,0,1,306706,30067
2693,"100000",138,0,"kotwali",1998,0,1,201541,20015
1666,"264000",214,0.5,"gazipur sadar",1993,0,1,303330,30033
803,"36000",150,0,"kafrul",1991,1,1,302630,30026
355,"72000",250,0,"kafrul",1985,1,1,302630,30026
469,"72000",118,0.5,"gulshan",1985,1,1,302626,30026
891,"120000",150,0.5,"cantonment",1991,1,1,302608,30026
2311,"72000",440,1,"narayanganj sadar",1996,0,1,306758,30067
2585,"x",185.2385766,0.5,"gazipur sadar",1998,0,1,303330,30033
2527,"x",188,0,"savar",1997,0,1,302672,30026
2123,"113000",286,0,"gazipur sadar",1995,0,1,303330,30033
1224,"60000",151,0,"motijheel",1992,0,1,302654,30026
1575,"50000",140,0,"tejgaon",1993,0,1,302690,30026
2260,"20000",170,0.5,"chandgaon",1995,0,1,201519,20015
1092,"60000",166,0,"bakalia",1992,0,1,201510,20015
1872,"36000",98,0,"kotwali",1994,0,1,201541,20015
2762,"100000",194,0,"sabujbagh",1998,0,1,302668,30026
2214,"38400",180,1,"kafrul",1995,0,1,302630,30026
2596,"72000",183,1,"bayejid bostami",1996,0,1,201506,20015
388,"72000",116,0,"mohammadpur",1985,1,1,302650,30026
207,"90000",165,0,"new market",1985,1,1,302663,30026
716,"500000",200,0.5,"double mooring",1986,1,1,201528,20015
2156,"30000",139,0,"mirpur",1995,0,1,302648,30026
2124,"x",185.2385766,1,"mirpur",1995,0,1,302648,30026
1146,"60000",225,1,"kotwali",1992,0,1,201541,20015
233,"120000",174,0,"savar",1985,1,1,302672,30026
942,"72000",225,0,"savar",1992,0,1,302672,30026
809,"60000",150,0,"gazipur sadar",1991,1,1,303330,30033
1502,"38000",134,0,"gazipur sadar",1993,0,1,303330,30033
1279,"50000",130,0,"narayanganj sadar",1992,0,1,306758,30067
2377,"182250",60,1,"gazipur sadar",1996,0,1,303330,30033
1233,"60000",160,0,"mohammadpur",1992,0,1,302650,30026
2742,"60000",120,0,"darus salam",1998,0,1,302611,30026
387,"78000",200,0,"uttara, bimanbandar",1985,1,1,302695,30026
1162,"130000",350,1,"uttara, bimanbandar",1992,0,1,302695,30026
1163,"78000",200,0,"uttara, bimanbandar",1992,0,1,302695,30026
1593,"90000",142,0,"tejgaon",1993,0,1,302690,30026
1383,"36000",130,0,"shyampur",1993,0,1,302676,30026
1700,"28800",124,0,"turag",1994,0,1,302693,30026
683,"30000",100,0,"pahartali",1987,1,1,201555,20015
1415,"15000",120,0,"kafrul",1993,0,1,302630,30026
1019,"85000",120,0,"mohammadpur",1992,0,1,302650,30026
2945,"15600",85,0,"patenga",1999,0,1,201565,20015
3210,"x",50,1,"narayanganj sadar",2000,0,1,306758,30067
1835,"100000",163,0,"bayejid bostami",1994,0,1,201506,20015
222,"75000",207,0,"pahartali",1985,1,1,201555,20015
2752,"180000",286,0,"pahartali",1998,0,1,201555,20015
1918,"100000",120,1,"gulshan",1994,0,1,302626,30026
1809,"80000",110,0.5,"ramna",1994,0,1,302666,30026
1399,"30000",140,0,"narayanganj sadar",1993,0,1,306758,30067
2502,"216000",276,0.5,"khulshi",1997,0,1,201543,20015
586,"36000",200,0,"double mooring",1986,1,1,201528,20015
1958,"36000",165,0,"pahartali",1994,0,1,201555,20015
967,"300000",654,1,"gazipur sadar",1993,0,1,303330,30033
961,"50000",200,0,"double mooring",1992,0,1,201528,20015
992,"140000",115,0,"shah ali",1992,0,1,302674,30026
766,"300000",100,1,"pallabi",1990,1,1,302664,30026
235,"85000",240,0,"gulshan",1985,1,1,302626,30026
2992,"72000",175,0,"chandgaon",1999,0,1,201519,20015
1024,"36000",160,0,"gazipur sadar",1992,0,1,303330,30033
3180,"x",68,1,"gazipur sadar",2000,0,1,303330,30033
820,"x",185.2385766,0,"mirpur",1991,1,1,302648,30026
1226,"60000",358,1,"kotwali",1992,0,1,201541,20015
1483,"36000",137,0,"kotwali",1993,0,1,201541,20015
330,"60000",180,0,"chandgaon",1984,1,1,201519,20015
2312,"1019620",500,1,"narayanganj sadar",1994,0,1,306758,30067
2617,"50000",160,1,"narayanganj sadar",1998,0,1,306758,30067
248,"84000",80,1,"gulshan",1985,1,1,302626,30026
3127,"x",82,0,"darus salam",2000,0,1,302611,30026
186,"72000",230,0,"savar",1984,1,1,302672,30026
1333,"60000",105,0,"gazipur sadar",1992,0,1,303330,30033
2756,"60000",122,1,"gazipur sadar",1998,0,1,303330,30033
2755,"48000",152,0,"gazipur sadar",1998,0,1,303330,30033
3173,"x",191,0,"gazipur sadar",2000,0,1,303330,30033
2218,"x",185.2385766,0,"gazipur sadar",1995,0,1,303330,30033
1677,"x",185.2385766,0,"adabor",1993,0,1,302602,30026
1244,"48000",75,0,"gazipur sadar",1992,0,1,303330,30033
416,"24000",76,0,"mohammadpur",1985,1,1,302650,30026
902,"200000",872,0.5,"kafrul",1992,0,1,302630,30026
238,"50000",100,0,"panchlaish",1985,1,1,201557,20015
1350,"20000",110,0,"mirpur",1992,0,1,302648,30026
518,"33500",82,0,"motijheel",1985,1,1,302654,30026
1517,"35000",78,0,"kotwali",1993,0,1,201541,20015
1934,"84000",525,1,"shyampur",1994,0,1,302676,30026
1029,"46000",140,0,"gazipur sadar",1992,0,1,303330,30033
869,"90000",185,0,"pallabi",1991,1,1,302664,30026
894,"150000",57,1,"khilgaon",1991,1,1,302636,30026
1429,"180000",334,1,"gazipur sadar",1991,1,1,303330,30033
1681,"36000",380,1,"gazipur sadar",1993,0,1,303330,30033
2644,"65000",200,1,"sonargaon",1998,0,1,306704,30067
580,"40000",171,0,"gulshan",1985,1,1,302626,30026
1030,"25000",200,0,"ramna",1992,0,1,302666,30026
312,"250000",651,0.5,"gazipur sadar",1985,1,1,303330,30033
2724,"182000",500,0,"patenga",1997,0,1,201565,20015
3157,"x",107,0,"panchlaish",2000,0,1,201557,20015
2676,"30000",200,1,"sitakunda",1998,0,1,201586,20015
765,"30000",110,0,"kafrul",1991,1,1,302630,30026
1293,"112000",240,0,"savar",1992,0,1,302672,30026
1411,"115200",165,0.5,"double mooring",1993,0,1,201528,20015
1794,"100000",270,0,"panchlaish",1994,0,1,201557,20015
2138,"100000",270,0,"panchlaish",1995,0,1,201557,20015
2173,"180000",185,1,"rampura",1995,0,1,302667,30026
3229,"80000",146,0.5,"panchlaish",2000,0,1,201557,20015
138,"150000",376,0,"mirpur",1985,1,1,302648,30026
583,"60000",250,0,"new market",1985,1,1,302663,30026
2902,"x",185.2385766,0,"gazipur sadar",1999,0,1,303330,30033
2931,"x",46,0,"kafrul",1999,0,1,302630,30026
142,"60000",120,0,"mohammadpur",1985,1,1,302650,30026
2381,"42000",100,1,"bayejid bostami",1996,0,1,201506,20015
658,"40000",160,0,"gulshan",1987,1,1,302626,30026
24,"50000",190,0,"mirpur",1985,1,1,302648,30026
2899,"36000",100,0,"kafrul",1999,0,1,302630,30026
814,"62000",126,0,"ramna",1991,1,1,302666,30026
2712,"340000",95,0.5,"double mooring",1998,0,1,201528,20015
795,"100000",98,0,"panchlaish",1991,1,1,201557,20015
2851,"150000",95,0,"mirpur",1998,0,1,302648,30026
3228,"60000",123,1,"gazipur sadar",2000,0,1,303330,30033
2375,"150000",40,1,"serajdikhan",1996,0,1,305974,30059
687,"35000",118,0,"motijheel",1987,1,1,302654,30026
2592,"36000",105,0,"khulshi",1997,0,1,201543,20015
2983,"x",75,1,"gazipur sadar",1999,0,1,303330,30033
831,"60000",107,0.5,"gulshan",1991,1,1,302626,30026
2165,"270000",90,1,"narayanganj sadar",1995,0,1,306758,30067
939,"30000",98,1,"narayanganj sadar",1992,0,1,306758,30067
1485,"60000",850,0,"patenga",1993,0,1,201565,20015
2857,"35000",113,0,"tejgaon industrial area",1998,0,1,302692,30026
1887,"50000",152,0,"tejgaon industrial area",1994,0,1,302692,30026
3134,"17600",200,1,"gazipur sadar",2000,0,1,303330,30033
925,"300000",278,1,"kaliakair",1991,1,1,303332,30033
777,"125000",100,1,"mirzapur",1990,1,1,309366,30093
2390,"100000",1600,0,"patenga",1996,0,1,201565,20015
567,"3000",110,0,"chandgaon",1985,1,1,201519,20015
2388,"84000",220,0,"pahartali",1996,0,1,201555,20015
366,"60000",102,0,"kotwali",1984,1,1,201541,20015
44,"36000",310,0,"sutrapur",1983,1,1,302688,30026
1914,"36000",150,0,"gazipur sadar",2000,0,1,303330,30033
1894,"48000",125,0,"badda",1994,0,1,302604,30026
40,"1150000",2650,0.5,"panchlaish",1983,1,1,201557,20015
2197,"550000",465,0.5,"patenga",1995,0,1,201565,20015
1662,"135000",140,0,"chandgaon",1994,0,1,201519,20015
380,"105000",150,0,"kotwali",1985,1,1,201541,20015
2279,"205000",60,1,"tejgaon industrial area",1996,0,1,302692,30026
1753,"600000",185.2385766,1,"gazipur sadar",1994,0,1,303330,30033
529,"110000",250,0,"tejgaon",1985,1,1,302690,30026
23,"200000",200,0,"tejgaon",1985,1,1,302690,30026
984,"1950",120,0,"gulshan",1992,0,1,302626,30026
2952,"x",120,0,"tejgaon industrial area",1999,0,1,302692,30026
1656,"60000",96,0,"pallabi",1993,0,1,302664,30026
2897,"50000",95,0,"gazipur sadar",1999,0,1,303330,30033
2949,"72000",107,0,"badda",1999,0,1,302604,30026
2783,"42000",300,1,"kamrangir char",1998,0,1,302634,30026
2199,"60000",400,1,"hazaribagh",1995,0,1,302628,30026
2172,"36000",350,0,"tejgaon",1995,0,1,302690,30026
2974,"x",185.2385766,0,"uttara, bimanbandar",1999,0,1,302695,30026
344,"25000",90,0,"kotwali",1985,1,1,201541,20015
758,"85000",52,1,"mirpur",1990,1,1,302648,30026
251,"228000",236,0.5,"gendaria",1985,1,1,302624,30026
3054,"x",185.2385766,1,"savar",2000,0,1,302672,30026
2104,"240000",89,1,"narayanganj sadar",1995,0,1,306758,30067
2544,"450000",250,1,"chandgaon",1997,0,1,201519,20015
2729,"60000",314,1,"patenga",1998,0,1,201565,20015
1672,"24000",160,0,"kotwali",1994,0,1,201541,20015
2562,"250000",136,1,"kotwali",1998,0,1,201541,20015
2552,"36000",300,1,"rupganj",1997,0,1,306768,30067
1786,"360000",79,0.5,"panchlaish",1994,0,1,201557,20015
2211,"30000",235,0,"kotwali",1995,0,1,201541,20015
2089,"40000",175,1,"double mooring",1995,0,1,201528,20015
2467,"50000",271,1,"chandgaon",1997,0,1,201519,20015
383,"100000",165,0,"bakalia",1984,1,1,201510,20015
850,"105000",130,1,"gazipur sadar",1991,1,1,303330,30033
2399,"180000",185,0,"narayanganj sadar",1996,0,1,306758,30067
98,"140000",156,0,"narayanganj sadar",1985,1,1,306758,30067
2882,"x",106,0,"savar",1999,0,1,302672,30026
1818,"40000",110,0,"sher-e-bangla nagar",1994,0,1,302680,30026
1771,"60000",104,0,"cantonment",1994,0,1,302608,30026
2650,"306000",231,0.5,"chittagong port",1998,0,1,201520,20015
1940,"72000",715,1,"uttara, bimanbandar",1994,0,1,302695,30026
2842,"150000",1500,0,"patenga",1998,0,1,201565,20015
965,"108000",80,0,"kafrul",1992,0,1,302630,30026
2767,"150000",135,1,"savar",1998,0,1,302672,30026
3034,"x",185.2385766,1,"savar",1999,0,1,302672,30026
1538,"156000",110,1,"kalabagan",1993,0,1,302633,30026
1378,"60000",107,0,"new market",1993,0,1,302663,30026
3194,"40000",67,0,"double mooring",2000,0,1,201528,20015
2774,"150000",100,1,"gazipur sadar",1998,0,1,303330,30033
762,"350000",235,1,"gazipur sadar",1990,1,1,303330,30033
1213,"120000",153,0.5,"gulshan",1992,0,1,302626,30026
2125,"250000",112,1,"gazipur sadar",1995,0,1,303330,30033
148,"60000",190,0,"pallabi",1984,1,1,302664,30026
1597,"45000",85,1,"kafrul",1993,0,1,302630,30026
2787,"40000",165,0,"pahartali",1998,0,1,201555,20015
611,"x",60,0,"mohammadpur",1986,1,1,302650,30026
1745,"300000",60,1,"double mooring",1994,0,1,201528,20015
2184,"x",185.2385766,0,"savar",1995,0,1,302672,30026
1822,"150000",88,1,"narayanganj sadar",1994,0,1,306758,30067
2672,"260000",120,1,"rupganj",1997,0,1,306768,30067
489,"270650",156,1,"savar",1985,1,1,302672,30026
3057,"knit tops",100,1,"pahartali",2000,0,1,201555,20015
2447,"x",20,0,"gazipur sadar",1997,0,1,303330,30033
2403,"24000",350,0,"patenga",1996,0,1,201565,20015
1002,"96000",170,0.5,"double mooring",1991,1,1,201528,20015
1475,"60000",112,0,"gulshan",1993,0,1,302626,30026
2004,"60000",95,0,"kafrul",1995,0,1,302630,30026
558,"144000",200,0,"pallabi",1985,1,1,302664,30026
2812,"x",45,1,"kaliakair",1998,0,1,303332,30033
2088,"45000",350,1,"savar",1995,0,1,302672,30026
916,"60000",75,0,"rampura",1991,1,1,302667,30026
2985,"180000",70,1,"narayanganj sadar",1999,0,1,306758,30067
707,"96000",100,1,"rampura",1988,1,1,302667,30026
254,"80000",229,0,"bangshal",1984,1,1,302605,30026
913,"25000",67,0,"sutrapur",1991,1,1,302688,30026
465,"50000",157,0,"sutrapur",1985,1,1,302688,30026
1960,"75000",140,0,"double mooring",1994,0,1,201528,20015
2572,"60000",130,0,"double mooring",1997,0,1,201528,20015
1680,"40000",180,0,"ramna",1994,0,1,302666,30026
30,"75000",175,0.5,"kotwali",1985,1,1,201541,20015
1082,"100000",250,0,"kafrul",1992,0,1,302630,30026
2105,"36000",200,0,"gendaria",1995,0,1,302624,30026
2372,"84000",350,0,"ramna",1996,0,1,302666,30026
3163,"30000",300,0,"ramna",2000,0,1,302666,30026
1823,"60000",200,0,"khilgaon",1994,0,1,302636,30026
2192,"120000",120,0,"kafrul",1995,0,1,302630,30026
2653,"276000",214,0.5,"chittagong port",1998,0,1,201520,20015
2695,"x",150,1,"chandgaon",1998,0,1,201519,20015
2547,"25000",250,0,"gazipur sadar",1997,0,1,303330,30033
2835,"141000",59,1,"uttara, bimanbandar",1998,0,1,302695,30026
2799,"60000",100,0,"kafrul",1995,0,1,302630,30026
2420,"121000",250,0,"kafrul",1996,0,1,302630,30026
1694,"55000",350,1,"rampura",1993,0,1,302667,30026
2531,"25000",120,0,"mohammadpur",1997,0,1,302650,30026
2782,"60000",110,1,"darus salam",1998,0,1,302611,30026
